onset	duration	brud
185.72	0.04	25
185.76	0.04	26
185.80	0.04	26
185.84	0.04	25
185.88	0.04	27
185.92	0.04	27
185.96	0.04	26
186.00	0.04	26
186.04	0.04	27
186.08	0.04	26
186.12	0.04	26
186.16	0.04	27
186.20	0.04	27
186.24	0.04	27
186.28	0.04	26
186.32	0.04	27
186.36	0.04	27
186.40	0.04	28
186.44	0.04	28
186.48	0.04	28
186.52	0.04	28
186.56	0.04	27
186.60	0.04	26
186.64	0.04	27
186.68	0.04	26
186.72	0.04	25
186.76	0.04	25
186.80	0.04	25
186.84	0.04	25
186.88	0.04	27
186.92	0.04	27
186.96	0.04	27
187.00	0.04	25
187.04	0.04	26
187.08	0.04	27
187.12	0.04	27
187.16	0.04	27
187.20	0.04	27
187.24	0.04	26
187.28	0.04	25
187.32	0.04	26
187.36	0.04	26
187.40	0.04	27
187.44	0.04	26
187.48	0.04	27
187.52	0.04	27
187.56	0.04	27
187.60	0.04	26
187.64	0.04	25
187.68	0.04	26
187.72	0.04	26
187.76	0.04	27
187.80	0.04	26
187.84	0.04	27
187.88	0.04	27
187.92	0.04	27
187.96	0.04	27
188.00	0.04	26
188.04	0.04	26
188.08	0.04	26
188.12	0.04	26
188.16	0.04	25
188.20	0.04	25
188.24	0.04	25
188.28	0.04	25
188.32	0.04	25
188.36	0.04	26
188.40	0.04	25
188.44	0.04	25
188.48	0.04	25
188.52	0.04	26
188.56	0.04	25
188.60	0.04	25
188.64	0.04	25
188.68	0.04	25
188.72	0.04	24
188.76	0.04	25
188.80	0.04	24
188.84	0.04	24
188.88	0.04	24
188.92	0.04	24
188.96	0.04	24
189.00	0.04	24
189.04	0.04	24
189.08	0.04	24
189.12	0.04	24
189.16	0.04	23
189.20	0.04	23
189.24	0.04	24
189.28	0.04	23
189.32	0.04	23
189.36	0.04	22
189.40	0.04	23
189.44	0.04	23
189.48	0.04	23
189.52	0.04	23
189.56	0.04	23
189.60	0.04	23
189.64	0.04	23
189.68	0.04	23
189.72	0.04	23
189.76	0.04	22
189.80	0.04	21
189.84	0.04	21
189.88	0.04	21
189.92	0.04	21
189.96	0.04	21
190.00	0.04	21
190.04	0.04	21
190.08	0.04	21
190.12	0.04	21
190.16	0.04	20
190.20	0.04	21
190.24	0.04	21
190.28	0.04	19
190.32	0.04	19
190.36	0.04	19
190.40	0.04	19
190.44	0.04	20
190.48	0.04	20
190.52	0.04	20
190.56	0.04	19
190.60	0.04	19
190.64	0.04	20
190.68	0.04	19
190.72	0.04	20
190.76	0.04	21
190.80	0.04	20
190.84	0.04	19
190.88	0.04	20
190.92	0.04	20
190.96	0.04	20
191.00	0.04	20
191.04	0.04	21
191.08	0.04	20
191.12	0.04	18
191.16	0.04	20
191.20	0.04	19
191.24	0.04	19
191.28	0.04	18
191.32	0.04	17
191.36	0.04	17
191.40	0.04	17
191.44	0.04	17
191.48	0.04	18
191.52	0.04	17
191.56	0.04	16
191.60	0.04	15
191.64	0.04	15
191.68	0.04	15
191.72	0.04	14
191.76	0.04	14
191.80	0.04	14
191.84	0.04	14
191.88	0.04	14
191.92	0.04	13
191.96	0.04	13
192.00	0.04	11
192.04	0.04	11
192.08	0.04	11
192.12	0.04	11
192.16	0.04	12
192.20	0.04	12
192.24	0.04	12
192.28	0.04	11
192.32	0.04	11
192.36	0.04	11
192.40	0.04	11
192.44	0.04	11
192.48	0.04	10
192.52	0.04	10
192.56	0.04	10
192.60	0.04	10
192.64	0.04	10
192.68	0.04	9
192.72	0.04	9
192.76	0.04	9
192.80	0.04	9
192.84	0.04	8
192.88	0.04	8
192.92	0.04	8
192.96	0.04	8
193.00	0.04	9
193.04	0.04	9
193.08	0.04	9
193.12	0.04	8
193.16	0.04	8
193.20	0.04	7
193.24	0.04	8
193.28	0.04	8
193.32	0.04	7
193.36	0.04	7
193.40	0.04	7
193.44	0.04	6
193.48	0.04	7
193.52	0.04	6
193.56	0.04	7
193.60	0.04	6
193.64	0.04	6
193.68	0.04	7
193.72	0.04	6
193.76	0.04	6
193.80	0.04	6
193.84	0.04	5
193.88	0.04	5
193.92	0.04	4
193.96	0.04	4
194.00	0.04	4
194.04	0.04	4
194.08	0.04	4
194.12	0.04	3
194.16	0.04	4
194.20	0.04	4
194.24	0.04	4
194.28	0.04	3
194.32	0.04	4
194.36	0.04	4
194.40	0.04	4
194.44	0.04	5
194.48	0.04	4
194.52	0.04	4
194.56	0.04	4
194.60	0.04	3
194.64	0.04	3
194.68	0.04	2
194.72	0.04	3
194.76	0.04	2
194.80	0.04	2
194.84	0.04	3
194.88	0.04	1
194.92	0.04	1
194.96	0.04	0
195.00	0.04	0
195.04	0.04	0
195.08	0.04	-1
195.12	0.04	-1
195.16	0.04	-1
195.20	0.04	-1
195.24	0.04	-1
195.28	0.04	-1
195.32	0.04	-1
195.36	0.04	0
195.40	0.04	-1
195.44	0.04	-1
195.48	0.04	0
195.52	0.04	0
195.56	0.04	-1
195.60	0.04	-1
195.64	0.04	-1
195.68	0.04	-1
195.72	0.04	-2
195.76	0.04	-1
195.80	0.04	-1
195.84	0.04	-1
195.88	0.04	-1
195.92	0.04	1
195.96	0.04	0
196.00	0.04	0
196.04	0.04	0
196.08	0.04	0
196.12	0.04	0
196.16	0.04	2
196.20	0.04	0
196.24	0.04	2
196.28	0.04	2
196.32	0.04	4
196.36	0.04	4
196.40	0.04	3
196.44	0.04	1
196.48	0.04	1
196.52	0.04	1
196.56	0.04	0
196.60	0.04	1
196.64	0.04	1
196.68	0.04	0
196.72	0.04	0
196.76	0.04	0
196.80	0.04	0
196.84	0.04	0
196.88	0.04	0
196.92	0.04	-2
196.96	0.04	-1
197.00	0.04	-1
197.04	0.04	-2
197.08	0.04	-2
197.12	0.04	-2
197.16	0.04	-2
197.20	0.04	-2
197.24	0.04	-3
197.28	0.04	-3
197.32	0.04	-3
197.36	0.04	-2
197.40	0.04	-3
197.44	0.04	-2
197.48	0.04	-3
197.52	0.04	-3
197.56	0.04	-2
197.60	0.04	-3
197.64	0.04	-2
197.68	0.04	-2
197.72	0.04	-2
197.76	0.04	-2
197.80	0.04	-2
197.84	0.04	-2
197.88	0.04	-1
197.92	0.04	-1
197.96	0.04	-1
198.00	0.04	-1
198.04	0.04	-1
198.08	0.04	0
198.12	0.04	-1
198.16	0.04	-1
198.20	0.04	-2
198.24	0.04	-1
198.28	0.04	-2
198.32	0.04	-1
198.36	0.04	-1
198.40	0.04	0
198.44	0.04	-1
198.48	0.04	0
198.52	0.04	1
198.56	0.04	1
198.60	0.04	1
198.64	0.04	1
198.68	0.04	1
198.72	0.04	3
198.76	0.04	4
198.80	0.04	4
198.84	0.04	4
198.88	0.04	5
198.92	0.04	5
198.96	0.04	5
199.00	0.04	6
199.04	0.04	6
199.08	0.04	6
199.12	0.04	6
199.16	0.04	7
199.20	0.04	8
199.24	0.04	7
199.28	0.04	6
199.32	0.04	8
199.36	0.04	11
199.40	0.04	11
199.44	0.04	11
199.48	0.04	10
199.52	0.04	11
199.56	0.04	12
199.60	0.04	9
199.64	0.04	10
199.68	0.04	10
199.72	0.04	10
199.76	0.04	10
199.80	0.04	10
199.84	0.04	10
199.88	0.04	10
199.92	0.04	10
199.96	0.04	10
200.00	0.04	10
200.04	0.04	10
200.08	0.04	11
200.12	0.04	10
200.16	0.04	11
200.20	0.04	10
200.24	0.04	11
200.28	0.04	10
200.32	0.04	11
200.36	0.04	10
200.40	0.04	10
200.44	0.04	10
200.48	0.04	9
200.52	0.04	28
200.56	0.04	28
200.60	0.04	28
200.64	0.04	28
200.68	0.04	29
200.72	0.04	30
200.76	0.04	28
200.80	0.04	29
200.84	0.04	30
200.88	0.04	30
200.92	0.04	29
200.96	0.04	30
201.00	0.04	29
201.04	0.04	28
201.08	0.04	29
201.12	0.04	29
201.16	0.04	29
201.20	0.04	28
201.24	0.04	29
201.28	0.04	29
201.32	0.04	28
201.36	0.04	28
201.40	0.04	28
201.44	0.04	28
201.48	0.04	29
201.52	0.04	29
201.56	0.04	29
201.60	0.04	29
201.64	0.04	29
201.68	0.04	29
201.72	0.04	29
201.76	0.04	29
201.80	0.04	28
201.84	0.04	28
201.88	0.04	29
201.92	0.04	28
201.96	0.04	28
202.00	0.04	28
202.04	0.04	28
202.08	0.04	28
202.12	0.04	28
202.16	0.04	28
202.20	0.04	28
202.24	0.04	28
202.28	0.04	28
202.32	0.04	28
202.36	0.04	28
202.40	0.04	28
202.44	0.04	28
202.48	0.04	26
202.52	0.04	29
202.56	0.04	28
202.60	0.04	27
202.64	0.04	28
202.68	0.04	28
202.72	0.04	28
202.76	0.04	28
202.80	0.04	27
202.84	0.04	28
202.88	0.04	28
202.92	0.04	28
202.96	0.04	28
203.00	0.04	28
203.04	0.04	27
203.08	0.04	27
203.12	0.04	27
203.16	0.04	27
203.20	0.04	27
203.24	0.04	27
203.28	0.04	27
203.32	0.04	28
203.36	0.04	28
203.40	0.04	27
203.44	0.04	28
203.48	0.04	27
203.52	0.04	29
203.56	0.04	28
203.60	0.04	29
203.64	0.04	28
203.68	0.04	28
203.72	0.04	28
203.76	0.04	29
203.80	0.04	29
203.84	0.04	29
203.88	0.04	28
203.92	0.04	28
203.96	0.04	29
204.00	0.04	30
204.04	0.04	30
204.08	0.04	30
204.12	0.04	29
204.16	0.04	30
204.20	0.04	30
204.24	0.04	31
204.28	0.04	30
204.32	0.04	31
204.36	0.04	31
204.40	0.04	31
204.44	0.04	31
204.48	0.04	31
204.52	0.04	31
204.56	0.04	31
204.60	0.04	31
204.64	0.04	31
204.68	0.04	31
204.72	0.04	31
204.76	0.04	31
204.80	0.04	31
204.84	0.04	30
204.88	0.04	31
204.92	0.04	29
204.96	0.04	30
205.00	0.04	30
205.04	0.04	30
205.08	0.04	30
205.12	0.04	31
205.16	0.04	31
205.20	0.04	30
205.24	0.04	30
205.28	0.04	30
205.32	0.04	30
205.36	0.04	30
205.40	0.04	30
205.44	0.04	30
205.48	0.04	30
205.52	0.04	29
205.56	0.04	29
205.60	0.04	30
205.64	0.04	29
205.68	0.04	30
205.72	0.04	29
205.76	0.04	30
205.80	0.04	30
205.84	0.04	30
205.88	0.04	30
205.92	0.04	30
205.96	0.04	30
206.00	0.04	30
206.04	0.04	30
206.08	0.04	30
206.12	0.04	30
206.16	0.04	30
206.20	0.04	31
206.24	0.04	31
206.28	0.04	30
206.32	0.04	30
206.36	0.04	30
206.40	0.04	30
206.44	0.04	30
206.48	0.04	30
206.52	0.04	30
206.56	0.04	30
206.60	0.04	30
206.64	0.04	30
206.68	0.04	30
206.72	0.04	30
206.76	0.04	30
206.80	0.04	30
206.84	0.04	30
206.88	0.04	30
206.92	0.04	30
206.96	0.04	30
207.00	0.04	30
207.04	0.04	31
207.08	0.04	31
207.12	0.04	30
207.16	0.04	30
207.20	0.04	30
207.24	0.04	30
207.28	0.04	30
207.32	0.04	30
207.36	0.04	30
207.40	0.04	30
207.44	0.04	31
207.48	0.04	31
207.52	0.04	31
207.56	0.04	31
207.60	0.04	31
207.64	0.04	31
207.68	0.04	31
207.72	0.04	31
207.76	0.04	31
207.80	0.04	31
207.84	0.04	31
207.88	0.04	30
207.92	0.04	31
207.96	0.04	30
208.00	0.04	32
208.04	0.04	32
208.08	0.04	32
208.12	0.04	31
208.16	0.04	32
208.20	0.04	31
208.24	0.04	31
208.28	0.04	32
208.32	0.04	32
208.36	0.04	32
208.40	0.04	32
208.44	0.04	31
208.48	0.04	32
208.52	0.04	32
208.56	0.04	32
208.60	0.04	32
208.64	0.04	33
208.68	0.04	33
208.72	0.04	33
208.76	0.04	32
208.80	0.04	32
208.84	0.04	32
208.88	0.04	32
208.92	0.04	32
208.96	0.04	32
209.00	0.04	32
209.04	0.04	32
209.08	0.04	32
209.12	0.04	32
209.16	0.04	31
209.20	0.04	31
209.24	0.04	31
209.28	0.04	32
209.32	0.04	32
209.36	0.04	31
209.40	0.04	31
209.44	0.04	31
209.48	0.04	31
209.52	0.04	31
209.56	0.04	32
209.60	0.04	32
209.64	0.04	30
209.68	0.04	30
209.72	0.04	31
209.76	0.04	31
209.80	0.04	31
209.84	0.04	32
209.88	0.04	31
209.92	0.04	31
209.96	0.04	31
210.00	0.04	31
210.04	0.04	32
210.08	0.04	31
210.12	0.04	31
210.16	0.04	31
210.20	0.04	31
210.24	0.04	31
210.28	0.04	32
210.32	0.04	32
210.36	0.04	32
210.40	0.04	32
210.44	0.04	32
210.48	0.04	32
210.52	0.04	32
210.56	0.04	32
210.60	0.04	32
210.64	0.04	32
210.68	0.04	32
210.72	0.04	32
210.76	0.04	32
210.80	0.04	32
210.84	0.04	31
210.88	0.04	32
210.92	0.04	31
210.96	0.04	31
211.00	0.04	31
211.04	0.04	31
211.08	0.04	31
211.12	0.04	30
211.16	0.04	30
211.20	0.04	31
211.24	0.04	30
211.28	0.04	31
211.32	0.04	30
211.36	0.04	30
211.40	0.04	30
211.44	0.04	30
211.48	0.04	31
211.52	0.04	31
211.56	0.04	31
211.60	0.04	31
211.64	0.04	31
211.68	0.04	31
211.72	0.04	31
211.76	0.04	31
211.80	0.04	32
211.84	0.04	32
211.88	0.04	32
211.92	0.04	31
211.96	0.04	31
212.00	0.04	31
212.04	0.04	32
212.08	0.04	32
212.12	0.04	32
212.16	0.04	32
212.20	0.04	32
212.24	0.04	32
212.28	0.04	32
212.32	0.04	32
212.36	0.04	32
212.40	0.04	32
212.44	0.04	32
212.48	0.04	32
212.52	0.04	32
212.56	0.04	32
212.60	0.04	33
212.64	0.04	33
212.68	0.04	32
212.72	0.04	32
212.76	0.04	33
212.80	0.04	33
212.84	0.04	32
212.88	0.04	32
212.92	0.04	32
212.96	0.04	33
213.00	0.04	32
213.04	0.04	33
213.08	0.04	33
213.12	0.04	34
213.16	0.04	33
213.20	0.04	34
213.24	0.04	34
213.28	0.04	33
213.32	0.04	34
213.36	0.04	33
213.40	0.04	33
213.44	0.04	34
213.48	0.04	32
213.52	0.04	33
213.56	0.04	33
213.60	0.04	33
213.64	0.04	33
213.68	0.04	33
213.72	0.04	33
213.76	0.04	33
213.80	0.04	33
213.84	0.04	33
213.88	0.04	33
213.92	0.04	33
213.96	0.04	33
214.00	0.04	32
214.04	0.04	32
214.08	0.04	33
214.12	0.04	33
214.16	0.04	33
214.20	0.04	33
214.24	0.04	33
214.28	0.04	33
214.32	0.04	32
214.36	0.04	32
214.40	0.04	33
214.44	0.04	33
214.48	0.04	32
214.52	0.04	31
214.56	0.04	33
214.60	0.04	32
214.64	0.04	32
214.68	0.04	33
214.72	0.04	12
214.76	0.04	11
214.80	0.04	11
214.84	0.04	11
214.88	0.04	12
214.92	0.04	13
214.96	0.04	13
215.00	0.04	12
215.04	0.04	13
215.08	0.04	12
215.12	0.04	11
215.16	0.04	11
215.20	0.04	12
215.24	0.04	12
215.28	0.04	11
215.32	0.04	11
215.36	0.04	11
215.40	0.04	11
215.44	0.04	11
215.48	0.04	11
215.52	0.04	12
215.56	0.04	11
215.60	0.04	12
215.64	0.04	12
215.68	0.04	12
215.72	0.04	10
215.76	0.04	12
215.80	0.04	12
215.84	0.04	12
215.88	0.04	12
215.92	0.04	12
215.96	0.04	12
216.00	0.04	12
216.04	0.04	11
216.08	0.04	11
216.12	0.04	11
216.16	0.04	10
216.20	0.04	10
216.24	0.04	10
216.28	0.04	10
216.32	0.04	10
216.36	0.04	10
216.40	0.04	10
216.44	0.04	9
216.48	0.04	10
216.52	0.04	10
216.56	0.04	10
216.60	0.04	9
216.64	0.04	10
216.68	0.04	10
216.72	0.04	9
216.76	0.04	9
216.80	0.04	9
216.84	0.04	9
216.88	0.04	9
216.92	0.04	10
216.96	0.04	9
217.00	0.04	9
217.04	0.04	9
217.08	0.04	9
217.12	0.04	10
217.16	0.04	9
217.20	0.04	10
217.24	0.04	10
217.28	0.04	10
217.32	0.04	9
217.36	0.04	9
217.40	0.04	10
217.44	0.04	10
217.48	0.04	10
217.52	0.04	10
217.56	0.04	10
217.60	0.04	9
217.64	0.04	9
217.68	0.04	11
217.72	0.04	10
217.76	0.04	11
217.80	0.04	10
217.84	0.04	10
217.88	0.04	10
217.92	0.04	10
217.96	0.04	10
218.00	0.04	10
218.04	0.04	9
218.08	0.04	10
218.12	0.04	10
218.16	0.04	10
218.20	0.04	10
218.24	0.04	10
218.28	0.04	10
218.32	0.04	9
218.36	0.04	10
218.40	0.04	9
218.44	0.04	10
218.48	0.04	10
218.52	0.04	9
218.56	0.04	9
218.60	0.04	10
218.64	0.04	10
218.68	0.04	9
218.72	0.04	10
218.76	0.04	10
218.80	0.04	9
218.84	0.04	10
218.88	0.04	10
218.92	0.04	10
218.96	0.04	10
219.00	0.04	10
219.04	0.04	10
219.08	0.04	10
219.12	0.04	10
219.16	0.04	10
219.20	0.04	11
219.24	0.04	11
219.28	0.04	11
219.32	0.04	10
219.36	0.04	11
219.40	0.04	11
219.44	0.04	10
219.48	0.04	10
219.52	0.04	11
219.56	0.04	10
219.60	0.04	10
219.64	0.04	10
219.68	0.04	10
219.72	0.04	9
219.76	0.04	9
219.80	0.04	10
219.84	0.04	10
219.88	0.04	10
219.92	0.04	9
219.96	0.04	9
220.00	0.04	10
220.04	0.04	9
220.08	0.04	10
220.12	0.04	9
220.16	0.04	11
220.20	0.04	10
220.24	0.04	10
220.28	0.04	10
220.32	0.04	11
220.36	0.04	10
220.40	0.04	10
220.44	0.04	11
220.48	0.04	10
220.52	0.04	10
220.56	0.04	10
220.60	0.04	10
220.64	0.04	10
220.68	0.04	9
220.72	0.04	9
220.76	0.04	9
220.80	0.04	9
220.84	0.04	8
220.88	0.04	10
220.92	0.04	9
220.96	0.04	9
221.00	0.04	9
221.04	0.04	9
221.08	0.04	9
221.12	0.04	9
221.16	0.04	8
221.20	0.04	9
221.24	0.04	9
221.28	0.04	9
221.32	0.04	8
221.36	0.04	8
221.40	0.04	8
221.44	0.04	9
221.48	0.04	9
221.52	0.04	9
221.56	0.04	9
221.60	0.04	9
221.64	0.04	8
221.68	0.04	9
221.72	0.04	9
221.76	0.04	8
221.80	0.04	7
221.84	0.04	7
221.88	0.04	8
221.92	0.04	8
221.96	0.04	8
222.00	0.04	9
222.04	0.04	9
222.08	0.04	9
222.12	0.04	8
222.16	0.04	8
222.20	0.04	8
222.24	0.04	8
222.28	0.04	8
222.32	0.04	7
222.36	0.04	8
222.40	0.04	8
222.44	0.04	8
222.48	0.04	8
222.52	0.04	8
222.56	0.04	8
222.60	0.04	8
222.64	0.04	8
222.68	0.04	8
222.72	0.04	8
222.76	0.04	8
222.80	0.04	8
222.84	0.04	7
222.88	0.04	7
222.92	0.04	7
222.96	0.04	7
223.00	0.04	7
223.04	0.04	7
223.08	0.04	6
223.12	0.04	7
223.16	0.04	7
223.20	0.04	7
223.24	0.04	7
223.28	0.04	7
223.32	0.04	8
223.36	0.04	8
223.40	0.04	8
223.44	0.04	7
223.48	0.04	7
223.52	0.04	7
223.56	0.04	7
223.60	0.04	7
223.64	0.04	7
223.68	0.04	7
223.72	0.04	7
223.76	0.04	7
223.80	0.04	7
223.84	0.04	8
223.88	0.04	7
223.92	0.04	7
223.96	0.04	7
224.00	0.04	8
224.04	0.04	7
224.08	0.04	7
224.12	0.04	7
224.16	0.04	7
224.20	0.04	7
224.24	0.04	7
224.28	0.04	7
224.32	0.04	7
224.36	0.04	7
224.40	0.04	9
224.44	0.04	8
224.48	0.04	8
224.52	0.04	8
224.56	0.04	9
224.60	0.04	8
224.64	0.04	8
224.68	0.04	8
224.72	0.04	8
224.76	0.04	8
224.80	0.04	8
224.84	0.04	8
224.88	0.04	8
224.92	0.04	8
224.96	0.04	7
225.00	0.04	7
225.04	0.04	7
225.08	0.04	7
225.12	0.04	7
225.16	0.04	7
225.20	0.04	7
225.24	0.04	7
225.28	0.04	7
225.32	0.04	7
225.36	0.04	8
225.40	0.04	7
225.44	0.04	8
225.48	0.04	8
225.52	0.04	8
225.56	0.04	8
225.60	0.04	8
225.64	0.04	8
225.68	0.04	8
225.72	0.04	8
225.76	0.04	8
225.80	0.04	8
225.84	0.04	8
225.88	0.04	8
225.92	0.04	8
225.96	0.04	8
226.00	0.04	9
226.04	0.04	7
226.08	0.04	8
226.12	0.04	7
226.16	0.04	8
226.20	0.04	9
226.24	0.04	9
226.28	0.04	9
226.32	0.04	8
226.36	0.04	9
226.40	0.04	9
226.44	0.04	8
226.48	0.04	8
226.52	0.04	8
226.56	0.04	9
226.60	0.04	8
226.64	0.04	8
226.68	0.04	8
226.72	0.04	8
226.76	0.04	7
226.80	0.04	7
226.84	0.04	6
226.88	0.04	8
226.92	0.04	7
226.96	0.04	7
227.00	0.04	8
227.04	0.04	8
227.08	0.04	8
227.12	0.04	7
227.16	0.04	8
227.20	0.04	8
227.24	0.04	8
227.28	0.04	8
227.32	0.04	8
227.36	0.04	8
227.40	0.04	8
227.44	0.04	8
227.48	0.04	8
227.52	0.04	8
227.56	0.04	8
227.60	0.04	8
227.64	0.04	8
227.68	0.04	9
227.72	0.04	10
227.76	0.04	9
227.80	0.04	8
227.84	0.04	10
227.88	0.04	9
227.92	0.04	9
227.96	0.04	9
228.00	0.04	9
228.04	0.04	9
228.08	0.04	9
228.12	0.04	9
228.16	0.04	9
228.20	0.04	9
228.24	0.04	9
228.28	0.04	8
228.32	0.04	9
228.36	0.04	9
228.40	0.04	9
228.44	0.04	9
228.48	0.04	9
228.52	0.04	9
228.56	0.04	10
228.60	0.04	10
228.64	0.04	9
228.68	0.04	9
228.72	0.04	9
228.76	0.04	9
228.80	0.04	9
228.84	0.04	8
228.88	0.04	9
228.92	0.04	9
228.96	0.04	8
229.00	0.04	9
229.04	0.04	7
229.08	0.04	8
229.12	0.04	10
229.16	0.04	9
229.20	0.04	9
229.24	0.04	8
229.28	0.04	9
229.32	0.04	9
229.36	0.04	9
229.40	0.04	9
229.44	0.04	9
229.48	0.04	10
229.52	0.04	10
229.56	0.04	8
229.60	0.04	8
229.64	0.04	8
229.68	0.04	8
229.72	0.04	8
229.76	0.04	8
229.80	0.04	8
229.84	0.04	8
229.88	0.04	8
229.92	0.04	8
229.96	0.04	7
230.00	0.04	7
230.04	0.04	7
230.08	0.04	7
230.12	0.04	8
230.16	0.04	8
230.20	0.04	7
230.24	0.04	8
230.28	0.04	8
230.32	0.04	8
230.36	0.04	8
230.40	0.04	8
230.44	0.04	8
230.48	0.04	8
230.52	0.04	7
230.56	0.04	7
230.60	0.04	7
230.64	0.04	7
230.68	0.04	7
230.72	0.04	8
230.76	0.04	6
230.80	0.04	8
230.84	0.04	7
230.88	0.04	7
230.92	0.04	7
230.96	0.04	7
231.00	0.04	7
231.04	0.04	8
231.08	0.04	7
231.12	0.04	7
231.16	0.04	7
231.20	0.04	7
231.24	0.04	7
231.28	0.04	7
231.32	0.04	8
231.36	0.04	8
231.40	0.04	8
231.44	0.04	8
231.48	0.04	7
231.52	0.04	8
231.56	0.04	7
231.60	0.04	7
231.64	0.04	7
231.68	0.04	7
231.72	0.04	7
231.76	0.04	7
231.80	0.04	7
231.84	0.04	7
231.88	0.04	7
231.92	0.04	7
231.96	0.04	7
232.00	0.04	7
232.04	0.04	6
232.08	0.04	8
232.12	0.04	7
232.16	0.04	8
232.20	0.04	7
232.24	0.04	6
232.28	0.04	7
232.32	0.04	7
232.36	0.04	7
232.40	0.04	7
232.44	0.04	-34
232.48	0.04	-33
232.52	0.04	-35
232.56	0.04	-35
232.60	0.04	-35
232.64	0.04	-35
232.68	0.04	-36
232.72	0.04	-36
232.76	0.04	-36
232.80	0.04	-36
232.84	0.04	-37
232.88	0.04	-36
232.92	0.04	-36
232.96	0.04	-34
233.00	0.04	-35
233.04	0.04	-35
233.08	0.04	-35
233.12	0.04	-36
233.16	0.04	-37
233.20	0.04	-37
233.24	0.04	-36
233.28	0.04	-36
233.32	0.04	-37
233.36	0.04	-36
233.40	0.04	-35
233.44	0.04	-34
233.48	0.04	-36
233.52	0.04	-36
233.56	0.04	-36
233.60	0.04	-35
233.64	0.04	-34
233.68	0.04	-35
233.72	0.04	-35
233.76	0.04	-35
233.80	0.04	-35
233.84	0.04	-36
233.88	0.04	-36
233.92	0.04	-36
233.96	0.04	-37
234.00	0.04	-37
234.04	0.04	-38
234.08	0.04	-38
234.12	0.04	-39
234.16	0.04	-39
234.20	0.04	-39
234.24	0.04	-39
234.28	0.04	-40
234.32	0.04	-39
234.36	0.04	-38
234.40	0.04	-38
234.44	0.04	-38
234.48	0.04	-39
234.52	0.04	-39
234.56	0.04	-39
234.60	0.04	-39
234.64	0.04	-39
234.68	0.04	-40
234.72	0.04	-40
234.76	0.04	-40
234.80	0.04	-40
234.84	0.04	-39
234.88	0.04	-40
234.92	0.04	-40
234.96	0.04	-39
235.00	0.04	-39
235.04	0.04	-40
235.08	0.04	-38
235.12	0.04	-37
235.16	0.04	-36
235.20	0.04	-36
235.24	0.04	-36
235.28	0.04	-36
235.32	0.04	-35
235.36	0.04	-35
235.40	0.04	-37
235.44	0.04	-37
235.48	0.04	-37
235.52	0.04	-36
235.56	0.04	-37
235.60	0.04	-37
235.64	0.04	-36
235.68	0.04	-36
235.72	0.04	-37
235.76	0.04	-37
235.80	0.04	-37
235.84	0.04	-35
235.88	0.04	-36
235.92	0.04	-34
235.96	0.04	-33
236.00	0.04	-33
236.04	0.04	-33
236.08	0.04	-33
236.12	0.04	-35
236.16	0.04	-34
236.20	0.04	-34
236.24	0.04	-33
236.28	0.04	-34
236.32	0.04	-33
236.36	0.04	-33
236.40	0.04	-34
236.44	0.04	-33
236.48	0.04	-33
236.52	0.04	-32
236.56	0.04	-34
236.60	0.04	-34
236.64	0.04	-34
236.68	0.04	-34
236.72	0.04	-35
236.76	0.04	-33
236.80	0.04	-33
236.84	0.04	-33
236.88	0.04	-33
236.92	0.04	-33
236.96	0.04	-33
237.00	0.04	-33
237.04	0.04	-34
237.08	0.04	-33
237.12	0.04	-33
237.16	0.04	-33
237.20	0.04	-32
237.24	0.04	-32
237.28	0.04	-32
237.32	0.04	-32
237.36	0.04	-31
237.40	0.04	-31
237.44	0.04	-33
237.48	0.04	-32
237.52	0.04	-32
237.56	0.04	-32
237.60	0.04	-32
237.64	0.04	-31
237.68	0.04	-31
237.72	0.04	-31
237.76	0.04	-31
237.80	0.04	-31
237.84	0.04	-31
237.88	0.04	-30
237.92	0.04	-30
237.96	0.04	-30
238.00	0.04	-31
238.04	0.04	-30
238.08	0.04	-29
238.12	0.04	-30
238.16	0.04	-31
238.20	0.04	-30
238.24	0.04	-29
238.28	0.04	10
238.32	0.04	9
238.36	0.04	9
238.40	0.04	10
238.44	0.04	10
238.48	0.04	9
238.52	0.04	9
238.56	0.04	9
238.60	0.04	9
238.64	0.04	9
238.68	0.04	9
238.72	0.04	9
238.76	0.04	9
238.80	0.04	10
238.84	0.04	9
238.88	0.04	9
238.92	0.04	9
238.96	0.04	9
239.00	0.04	9
239.04	0.04	9
239.08	0.04	9
239.12	0.04	8
239.16	0.04	9
239.20	0.04	9
239.24	0.04	8
239.28	0.04	8
239.32	0.04	8
239.36	0.04	9
239.40	0.04	9
239.44	0.04	9
239.48	0.04	8
239.52	0.04	8
239.56	0.04	8
239.60	0.04	8
239.64	0.04	8
239.68	0.04	9
239.72	0.04	9
239.76	0.04	9
239.80	0.04	9
239.84	0.04	7
239.88	0.04	7
239.92	0.04	8
239.96	0.04	7
240.00	0.04	9
240.04	0.04	7
240.08	0.04	8
240.12	0.04	6
240.16	0.04	7
240.20	0.04	6
240.24	0.04	6
240.28	0.04	5
240.32	0.04	6
240.36	0.04	6
240.40	0.04	6
240.44	0.04	5
240.48	0.04	5
240.52	0.04	5
240.56	0.04	5
240.60	0.04	5
240.64	0.04	5
240.68	0.04	5
240.72	0.04	5
240.76	0.04	4
240.80	0.04	5
240.84	0.04	4
