onset	duration	brud
455.48	0.04	1
455.52	0.04	-2
455.56	0.04	-5
455.60	0.04	-5
455.64	0.04	-3
455.68	0.04	-4
455.72	0.04	-2
455.76	0.04	-1
455.80	0.04	-1
455.84	0.04	1
455.88	0.04	2
455.92	0.04	3
455.96	0.04	4
456.00	0.04	4
456.04	0.04	5
456.08	0.04	4
456.12	0.04	5
456.16	0.04	5
456.20	0.04	3
456.24	0.04	2
456.28	0.04	3
456.32	0.04	2
456.36	0.04	1
456.40	0.04	-1
456.44	0.04	0
456.48	0.04	1
456.52	0.04	1
456.56	0.04	1
456.60	0.04	2
456.64	0.04	2
456.68	0.04	5
456.72	0.04	5
456.76	0.04	6
456.80	0.04	6
456.84	0.04	6
456.88	0.04	8
456.92	0.04	9
456.96	0.04	9
457.00	0.04	9
457.04	0.04	9
457.08	0.04	10
457.12	0.04	8
457.16	0.04	9
457.20	0.04	11
457.24	0.04	12
457.28	0.04	13
457.32	0.04	13
457.36	0.04	13
457.40	0.04	14
457.44	0.04	14
457.48	0.04	15
457.52	0.04	16
457.56	0.04	17
457.60	0.04	17
457.64	0.04	18
457.68	0.04	19
457.72	0.04	20
457.76	0.04	20
457.80	0.04	21
457.84	0.04	21
457.88	0.04	24
457.92	0.04	23
457.96	0.04	24
458.00	0.04	25
458.04	0.04	23
458.08	0.04	23
458.12	0.04	20
458.16	0.04	20
458.20	0.04	17
458.24	0.04	15
458.28	0.04	13
458.32	0.04	13
458.36	0.04	11
458.40	0.04	11
458.44	0.04	12
458.48	0.04	13
458.52	0.04	14
458.56	0.04	14
458.60	0.04	16
458.64	0.04	16
458.68	0.04	16
458.72	0.04	17
458.76	0.04	16
458.80	0.04	19
458.84	0.04	18
458.88	0.04	17
458.92	0.04	16
458.96	0.04	16
459.00	0.04	16
459.04	0.04	16
459.08	0.04	16
459.12	0.04	17
459.16	0.04	16
459.20	0.04	15
459.24	0.04	13
459.28	0.04	11
459.32	0.04	10
459.36	0.04	7
459.40	0.04	4
459.44	0.04	3
459.48	0.04	3
459.52	0.04	-1
459.56	0.04	-1
459.60	0.04	-4
459.64	0.04	-7
459.68	0.04	-8
459.72	0.04	-10
459.76	0.04	-11
459.80	0.04	-10
459.84	0.04	-10
459.88	0.04	-8
459.92	0.04	-7
459.96	0.04	-7
460.00	0.04	-5
460.04	0.04	-6
460.08	0.04	-4
460.12	0.04	-3
460.16	0.04	-5
460.20	0.04	-5
460.24	0.04	-5
460.28	0.04	-5
460.32	0.04	-3
460.36	0.04	-4
460.40	0.04	-1
460.44	0.04	0
460.48	0.04	1
460.52	0.04	4
460.56	0.04	6
460.60	0.04	10
460.64	0.04	11
460.68	0.04	13
460.72	0.04	14
460.76	0.04	12
460.80	0.04	11
460.84	0.04	12
460.88	0.04	12
460.92	0.04	10
460.96	0.04	9
461.00	0.04	6
461.04	0.04	6
461.08	0.04	12
461.12	0.04	13
461.16	0.04	16
461.20	0.04	19
461.24	0.04	21
461.28	0.04	25
461.32	0.04	36
461.36	0.04	36
461.40	0.04	24
461.44	0.04	20
461.48	0.04	19
461.52	0.04	22
461.56	0.04	26
461.60	0.04	33
461.64	0.04	35
461.68	0.04	39
461.72	0.04	42
461.76	0.04	47
461.80	0.04	52
461.84	0.04	54
461.88	0.04	55
461.92	0.04	57
461.96	0.04	56
462.00	0.04	56
462.04	0.04	53
462.08	0.04	50
462.12	0.04	47
462.16	0.04	46
462.20	0.04	43
462.24	0.04	42
462.28	0.04	43
462.32	0.04	44
462.36	0.04	43
462.40	0.04	41
462.44	0.04	41
462.48	0.04	42
462.52	0.04	46
462.56	0.04	45
462.60	0.04	44
462.64	0.04	43
462.68	0.04	39
462.72	0.04	38
462.76	0.04	37
462.80	0.04	36
462.84	0.04	35
462.88	0.04	35
462.92	0.04	34
462.96	0.04	34
463.00	0.04	34
463.04	0.04	34
463.08	0.04	32
463.12	0.04	30
463.16	0.04	28
463.20	0.04	26
463.24	0.04	26
463.28	0.04	26
463.32	0.04	25
463.36	0.04	24
463.40	0.04	23
463.44	0.04	22
463.48	0.04	22
463.52	0.04	20
463.56	0.04	18
463.60	0.04	16
463.64	0.04	17
463.68	0.04	17
463.72	0.04	17
463.76	0.04	17
463.80	0.04	15
463.84	0.04	16
463.88	0.04	14
463.92	0.04	12
463.96	0.04	12
464.00	0.04	10
464.04	0.04	8
464.08	0.04	7
464.12	0.04	6
464.16	0.04	8
464.20	0.04	7
464.24	0.04	7
464.28	0.04	6
464.32	0.04	7
464.36	0.04	7
464.40	0.04	7
464.44	0.04	6
464.48	0.04	6
464.52	0.04	4
464.56	0.04	3
464.60	0.04	2
464.64	0.04	2
464.68	0.04	1
464.72	0.04	1
464.76	0.04	0
464.80	0.04	1
464.84	0.04	-2
464.88	0.04	-2
464.92	0.04	-3
464.96	0.04	-3
465.00	0.04	-3
465.04	0.04	-2
465.08	0.04	-2
465.12	0.04	-1
465.16	0.04	-1
465.20	0.04	0
465.24	0.04	-1
465.28	0.04	-1
465.32	0.04	-1
465.36	0.04	1
465.40	0.04	-1
465.44	0.04	-1
465.48	0.04	-3
465.52	0.04	-3
465.56	0.04	-2
465.60	0.04	-3
465.64	0.04	85
465.68	0.04	85
465.72	0.04	85
465.76	0.04	87
465.80	0.04	86
465.84	0.04	86
465.88	0.04	87
465.92	0.04	88
465.96	0.04	87
466.00	0.04	87
466.04	0.04	87
466.08	0.04	86
466.12	0.04	86
466.16	0.04	85
466.20	0.04	85
466.24	0.04	85
466.28	0.04	84
466.32	0.04	85
466.36	0.04	85
466.40	0.04	85
466.44	0.04	84
466.48	0.04	84
466.52	0.04	84
466.56	0.04	84
466.60	0.04	85
466.64	0.04	85
466.68	0.04	85
466.72	0.04	87
466.76	0.04	86
466.80	0.04	86
466.84	0.04	87
466.88	0.04	87
466.92	0.04	85
466.96	0.04	86
467.00	0.04	85
467.04	0.04	86
467.08	0.04	88
467.12	0.04	89
467.16	0.04	90
467.20	0.04	91
467.24	0.04	91
467.28	0.04	91
467.32	0.04	92
467.36	0.04	91
467.40	0.04	91
467.44	0.04	91
467.48	0.04	91
467.52	0.04	91
467.56	0.04	94
467.60	0.04	95
467.64	0.04	98
467.68	0.04	101
467.72	0.04	104
467.76	0.04	106
467.80	0.04	106
467.84	0.04	109
467.88	0.04	110
467.92	0.04	112
467.96	0.04	114
468.00	0.04	118
468.04	0.04	120
468.08	0.04	123
468.12	0.04	124
468.16	0.04	126
468.20	0.04	129
468.24	0.04	132
468.28	0.04	137
468.32	0.04	139
468.36	0.04	144
468.40	0.04	148
468.44	0.04	151
468.48	0.04	152
468.52	0.04	154
468.56	0.04	155
468.60	0.04	155
468.64	0.04	155
468.68	0.04	156
468.72	0.04	156
468.76	0.04	157
468.80	0.04	154
468.84	0.04	152
468.88	0.04	148
468.92	0.04	143
468.96	0.04	140
469.00	0.04	139
469.04	0.04	140
469.08	0.04	140
469.12	0.04	137
469.16	0.04	136
469.20	0.04	132
469.24	0.04	131
469.28	0.04	131
469.32	0.04	132
469.36	0.04	130
469.40	0.04	125
469.44	0.04	126
469.48	0.04	130
469.52	0.04	141
469.56	0.04	156
469.60	0.04	170
469.64	0.04	180
469.68	0.04	189
469.72	0.04	193
469.76	0.04	193
469.80	0.04	188
469.84	0.04	179
469.88	0.04	166
469.92	0.04	149
469.96	0.04	127
470.00	0.04	110
470.04	0.04	104
470.08	0.04	91
470.12	0.04	80
470.16	0.04	77
470.20	0.04	82
470.24	0.04	90
470.28	0.04	95
470.32	0.04	95
470.36	0.04	95
470.40	0.04	94
470.44	0.04	89
470.48	0.04	94
470.52	0.04	83
470.56	0.04	65
470.60	0.04	45
470.64	0.04	27
470.68	0.04	10
470.72	0.04	-4
470.76	0.04	-12
470.80	0.04	-17
470.84	0.04	-18
470.88	0.04	-15
470.92	0.04	-11
470.96	0.04	-8
471.00	0.04	-13
471.04	0.04	-12
471.08	0.04	-7
471.12	0.04	1
471.16	0.04	5
471.20	0.04	8
471.24	0.04	10
471.28	0.04	12
471.32	0.04	13
471.36	0.04	14
471.40	0.04	17
471.44	0.04	18
471.48	0.04	17
471.52	0.04	16
471.56	0.04	15
471.60	0.04	15
471.64	0.04	15
471.68	0.04	13
471.72	0.04	13
471.76	0.04	13
471.80	0.04	13
471.84	0.04	12
471.88	0.04	13
471.92	0.04	13
471.96	0.04	12
472.00	0.04	13
472.04	0.04	14
472.08	0.04	14
472.12	0.04	14
472.16	0.04	14
472.20	0.04	14
472.24	0.04	13
472.28	0.04	13
472.32	0.04	11
472.36	0.04	10
472.40	0.04	9
472.44	0.04	10
472.48	0.04	10
472.52	0.04	9
472.56	0.04	9
472.60	0.04	8
472.64	0.04	8
472.68	0.04	8
472.72	0.04	8
472.76	0.04	7
472.80	0.04	7
472.84	0.04	7
472.88	0.04	6
472.92	0.04	8
472.96	0.04	8
473.00	0.04	8
473.04	0.04	7
473.08	0.04	9
473.12	0.04	11
473.16	0.04	10
473.20	0.04	10
473.24	0.04	11
473.28	0.04	11
473.32	0.04	11
473.36	0.04	11
473.40	0.04	13
473.44	0.04	13
473.48	0.04	13
473.52	0.04	13
473.56	0.04	14
473.60	0.04	15
473.64	0.04	14
473.68	0.04	14
473.72	0.04	15
473.76	0.04	15
473.80	0.04	14
473.84	0.04	15
473.88	0.04	15
473.92	0.04	15
473.96	0.04	15
474.00	0.04	16
474.04	0.04	15
474.08	0.04	16
474.12	0.04	16
474.16	0.04	15
474.20	0.04	16
474.24	0.04	15
474.28	0.04	15
474.32	0.04	15
474.36	0.04	17
474.40	0.04	16
474.44	0.04	16
474.48	0.04	17
474.52	0.04	18
474.56	0.04	17
474.60	0.04	16
474.64	0.04	19
474.68	0.04	17
474.72	0.04	17
474.76	0.04	17
474.80	0.04	17
474.84	0.04	17
474.88	0.04	17
474.92	0.04	17
474.96	0.04	17
475.00	0.04	17
475.04	0.04	18
475.08	0.04	17
475.12	0.04	17
475.16	0.04	17
475.20	0.04	18
475.24	0.04	19
475.28	0.04	21
475.32	0.04	21
475.36	0.04	23
475.40	0.04	26
475.44	0.04	35
475.48	0.04	41
475.52	0.04	46
475.56	0.04	52
475.60	0.04	53
475.64	0.04	51
475.68	0.04	51
475.72	0.04	52
475.76	0.04	54
475.80	0.04	56
475.84	0.04	61
475.88	0.04	62
475.92	0.04	61
475.96	0.04	59
476.00	0.04	58
476.04	0.04	56
476.08	0.04	55
476.12	0.04	53
476.16	0.04	52
476.20	0.04	51
476.24	0.04	51
476.28	0.04	51
476.32	0.04	52
476.36	0.04	51
476.40	0.04	50
476.44	0.04	51
476.48	0.04	51
476.52	0.04	51
476.56	0.04	51
476.60	0.04	52
476.64	0.04	51
476.68	0.04	50
476.72	0.04	50
476.76	0.04	50
476.80	0.04	50
476.84	0.04	49
476.88	0.04	47
476.92	0.04	47
476.96	0.04	47
477.00	0.04	47
477.04	0.04	47
477.08	0.04	47
477.12	0.04	47
477.16	0.04	45
477.20	0.04	45
477.24	0.04	43
477.28	0.04	42
477.32	0.04	41
477.36	0.04	40
477.40	0.04	39
477.44	0.04	39
477.48	0.04	40
477.52	0.04	38
477.56	0.04	40
477.60	0.04	38
477.64	0.04	37
477.68	0.04	35
477.72	0.04	34
477.76	0.04	32
477.80	0.04	29
477.84	0.04	26
477.88	0.04	23
477.92	0.04	20
477.96	0.04	19
478.00	0.04	19
478.04	0.04	20
478.08	0.04	20
478.12	0.04	19
478.16	0.04	18
478.20	0.04	17
478.24	0.04	16
478.28	0.04	15
478.32	0.04	14
478.36	0.04	11
478.40	0.04	10
478.44	0.04	7
478.48	0.04	5
478.52	0.04	4
478.56	0.04	7
478.60	0.04	6
478.64	0.04	8
478.68	0.04	9
478.72	0.04	10
478.76	0.04	13
478.80	0.04	15
478.84	0.04	15
478.88	0.04	18
478.92	0.04	17
478.96	0.04	18
479.00	0.04	19
479.04	0.04	18
479.08	0.04	18
479.12	0.04	19
479.16	0.04	19
479.20	0.04	19
479.24	0.04	16
479.28	0.04	17
479.32	0.04	18
479.36	0.04	19
479.40	0.04	21
479.44	0.04	22
479.48	0.04	21
479.52	0.04	20
479.56	0.04	20
479.60	0.04	20
479.64	0.04	21
479.68	0.04	22
479.72	0.04	22
479.76	0.04	22
479.80	0.04	23
479.84	0.04	25
479.88	0.04	25
479.92	0.04	25
479.96	0.04	25
480.00	0.04	24
480.04	0.04	24
480.08	0.04	25
480.12	0.04	25
480.16	0.04	20
480.20	0.04	16
480.24	0.04	15
480.28	0.04	14
480.32	0.04	13
480.36	0.04	14
480.40	0.04	13
480.44	0.04	13
480.48	0.04	11
480.52	0.04	9
480.56	0.04	8
480.60	0.04	8
480.64	0.04	5
480.68	0.04	3
480.72	0.04	1
480.76	0.04	-1
480.80	0.04	-2
480.84	0.04	-3
480.88	0.04	-5
480.92	0.04	-5
480.96	0.04	-8
481.00	0.04	-10
481.04	0.04	-13
481.08	0.04	-13
481.12	0.04	-12
481.16	0.04	-10
481.20	0.04	-9
481.24	0.04	-5
481.28	0.04	-6
481.32	0.04	-7
481.36	0.04	-7
481.40	0.04	-8
481.44	0.04	-6
481.48	0.04	-8
481.52	0.04	-10
481.56	0.04	-12
481.60	0.04	-15
481.64	0.04	-15
481.68	0.04	-15
481.72	0.04	-17
481.76	0.04	-19
481.80	0.04	-20
481.84	0.04	-20
481.88	0.04	-20
481.92	0.04	-22
481.96	0.04	-23
482.00	0.04	-24
482.04	0.04	-23
482.08	0.04	-22
482.12	0.04	-24
482.16	0.04	-24
482.20	0.04	-24
482.24	0.04	-24
482.28	0.04	-24
482.32	0.04	-24
482.36	0.04	-24
482.40	0.04	-23
482.44	0.04	-21
482.48	0.04	-15
482.52	0.04	-13
482.56	0.04	-12
482.60	0.04	-12
482.64	0.04	-11
482.68	0.04	-11
482.72	0.04	-11
482.76	0.04	-10
482.80	0.04	-10
482.84	0.04	-11
482.88	0.04	-11
482.92	0.04	-12
482.96	0.04	-11
483.00	0.04	-14
483.04	0.04	-14
483.08	0.04	-16
483.12	0.04	-15
483.16	0.04	-17
483.20	0.04	-15
483.24	0.04	-15
483.28	0.04	-14
483.32	0.04	-12
483.36	0.04	-11
483.40	0.04	-12
483.44	0.04	-11
483.48	0.04	-11
483.52	0.04	-13
483.56	0.04	-13
483.60	0.04	-13
483.64	0.04	-14
483.68	0.04	-13
483.72	0.04	-14
483.76	0.04	-14
483.80	0.04	-12
483.84	0.04	-13
483.88	0.04	-11
483.92	0.04	-9
483.96	0.04	-7
484.00	0.04	-4
484.04	0.04	-3
484.08	0.04	0
484.12	0.04	1
484.16	0.04	1
484.20	0.04	5
484.24	0.04	7
484.28	0.04	10
484.32	0.04	12
484.36	0.04	12
484.40	0.04	15
484.44	0.04	16
484.48	0.04	18
484.52	0.04	18
484.56	0.04	19
484.60	0.04	20
484.64	0.04	21
484.68	0.04	19
484.72	0.04	20
484.76	0.04	19
484.80	0.04	21
484.84	0.04	19
484.88	0.04	19
484.92	0.04	19
484.96	0.04	19
485.00	0.04	18
485.04	0.04	17
485.08	0.04	17
485.12	0.04	17
485.16	0.04	18
485.20	0.04	17
485.24	0.04	16
485.28	0.04	17
485.32	0.04	17
485.36	0.04	17
485.40	0.04	19
485.44	0.04	19
485.48	0.04	23
485.52	0.04	24
485.56	0.04	25
485.60	0.04	27
485.64	0.04	26
485.68	0.04	27
485.72	0.04	29
485.76	0.04	28
485.80	0.04	28
485.84	0.04	29
485.88	0.04	29
485.92	0.04	30
485.96	0.04	28
486.00	0.04	27
486.04	0.04	27
486.08	0.04	28
486.12	0.04	28
486.16	0.04	27
486.20	0.04	27
486.24	0.04	28
486.28	0.04	27
486.32	0.04	28
486.36	0.04	27
486.40	0.04	28
486.44	0.04	27
486.48	0.04	27
486.52	0.04	28
486.56	0.04	27
486.60	0.04	28
486.64	0.04	28
486.68	0.04	28
486.72	0.04	29
486.76	0.04	29
486.80	0.04	29
486.84	0.04	30
486.88	0.04	30
486.92	0.04	31
486.96	0.04	33
487.00	0.04	35
487.04	0.04	35
487.08	0.04	35
487.12	0.04	34
487.16	0.04	33
487.20	0.04	35
487.24	0.04	33
487.28	0.04	32
487.32	0.04	32
487.36	0.04	32
487.40	0.04	31
487.44	0.04	31
487.48	0.04	31
487.52	0.04	31
487.56	0.04	29
487.60	0.04	28
487.64	0.04	26
487.68	0.04	26
487.72	0.04	25
487.76	0.04	24
487.80	0.04	22
487.84	0.04	22
487.88	0.04	19
487.92	0.04	18
487.96	0.04	18
488.00	0.04	17
488.04	0.04	16
488.08	0.04	16
488.12	0.04	16
488.16	0.04	16
488.20	0.04	16
488.24	0.04	17
488.28	0.04	18
488.32	0.04	20
488.36	0.04	21
488.40	0.04	22
488.44	0.04	24
488.48	0.04	25
488.52	0.04	23
488.56	0.04	24
488.60	0.04	24
488.64	0.04	24
488.68	0.04	22
488.72	0.04	21
488.76	0.04	23
488.80	0.04	22
488.84	0.04	20
488.88	0.04	21
488.92	0.04	21
488.96	0.04	22
489.00	0.04	21
489.04	0.04	22
489.08	0.04	22
489.12	0.04	22
489.16	0.04	22
489.20	0.04	21
489.24	0.04	21
489.28	0.04	22
489.32	0.04	22
489.36	0.04	22
489.40	0.04	22
489.44	0.04	22
489.48	0.04	23
489.52	0.04	21
489.56	0.04	22
489.60	0.04	19
489.64	0.04	20
489.68	0.04	20
489.72	0.04	20
489.76	0.04	20
489.80	0.04	18
489.84	0.04	19
489.88	0.04	20
489.92	0.04	19
489.96	0.04	19
490.00	0.04	19
490.04	0.04	18
490.08	0.04	19
490.12	0.04	20
490.16	0.04	20
490.20	0.04	20
490.24	0.04	20
490.28	0.04	20
490.32	0.04	20
490.36	0.04	20
490.40	0.04	19
490.44	0.04	19
490.48	0.04	20
490.52	0.04	20
490.56	0.04	20
490.60	0.04	20
490.64	0.04	21
490.68	0.04	21
490.72	0.04	23
490.76	0.04	26
490.80	0.04	28
490.84	0.04	30
490.88	0.04	29
490.92	0.04	29
490.96	0.04	30
491.00	0.04	31
491.04	0.04	31
491.08	0.04	31
491.12	0.04	30
491.16	0.04	29
491.20	0.04	30
491.24	0.04	30
491.28	0.04	29
491.32	0.04	29
491.36	0.04	28
491.40	0.04	26
491.44	0.04	25
491.48	0.04	24
491.52	0.04	25
491.56	0.04	25
491.60	0.04	26
491.64	0.04	26
491.68	0.04	26
491.72	0.04	25
491.76	0.04	24
491.80	0.04	24
491.84	0.04	23
491.88	0.04	22
491.92	0.04	21
491.96	0.04	20
492.00	0.04	20
492.04	0.04	17
492.08	0.04	17
492.12	0.04	15
492.16	0.04	14
492.20	0.04	13
492.24	0.04	13
492.28	0.04	13
492.32	0.04	13
492.36	0.04	12
492.40	0.04	12
492.44	0.04	13
492.48	0.04	13
492.52	0.04	14
492.56	0.04	13
492.60	0.04	13
492.64	0.04	13
492.68	0.04	13
492.72	0.04	12
492.76	0.04	13
492.80	0.04	12
492.84	0.04	11
492.88	0.04	11
492.92	0.04	12
492.96	0.04	12
493.00	0.04	12
493.04	0.04	11
493.08	0.04	12
493.12	0.04	11
493.16	0.04	12
493.20	0.04	12
493.24	0.04	12
493.28	0.04	12
493.32	0.04	11
493.36	0.04	11
493.40	0.04	12
493.44	0.04	13
493.48	0.04	13
493.52	0.04	14
493.56	0.04	15
493.60	0.04	16
493.64	0.04	15
493.68	0.04	14
493.72	0.04	15
493.76	0.04	15
493.80	0.04	16
493.84	0.04	16
493.88	0.04	16
493.92	0.04	15
493.96	0.04	15
494.00	0.04	14
494.04	0.04	13
494.08	0.04	14
494.12	0.04	15
494.16	0.04	17
494.20	0.04	17
494.24	0.04	16
494.28	0.04	14
494.32	0.04	10
494.36	0.04	8
494.40	0.04	8
494.44	0.04	7
494.48	0.04	8
494.52	0.04	7
494.56	0.04	7
494.60	0.04	7
494.64	0.04	8
494.68	0.04	9
494.72	0.04	8
494.76	0.04	8
494.80	0.04	9
494.84	0.04	9
494.88	0.04	9
494.92	0.04	8
494.96	0.04	8
495.00	0.04	9
495.04	0.04	9
495.08	0.04	9
495.12	0.04	7
495.16	0.04	9
495.20	0.04	8
495.24	0.04	6
495.28	0.04	7
495.32	0.04	8
495.36	0.04	6
495.40	0.04	7
495.44	0.04	9
495.48	0.04	9
495.52	0.04	11
495.56	0.04	12
495.60	0.04	12
495.64	0.04	11
495.68	0.04	11
495.72	0.04	11
495.76	0.04	12
495.80	0.04	12
495.84	0.04	10
495.88	0.04	10
495.92	0.04	12
495.96	0.04	11
496.00	0.04	11
496.04	0.04	11
496.08	0.04	10
496.12	0.04	10
496.16	0.04	12
496.20	0.04	11
496.24	0.04	12
496.28	0.04	13
496.32	0.04	15
496.36	0.04	17
496.40	0.04	17
496.44	0.04	18
496.48	0.04	20
496.52	0.04	20
496.56	0.04	19
496.60	0.04	18
496.64	0.04	18
496.68	0.04	18
496.72	0.04	19
496.76	0.04	19
496.80	0.04	20
496.84	0.04	18
496.88	0.04	19
496.92	0.04	18
496.96	0.04	19
497.00	0.04	19
497.04	0.04	18
497.08	0.04	17
497.12	0.04	17
497.16	0.04	15
497.20	0.04	14
497.24	0.04	13
497.28	0.04	13
497.32	0.04	14
497.36	0.04	12
497.40	0.04	13
497.44	0.04	14
497.48	0.04	12
497.52	0.04	12
497.56	0.04	12
497.60	0.04	12
497.64	0.04	12
497.68	0.04	14
497.72	0.04	13
497.76	0.04	12
497.80	0.04	12
497.84	0.04	11
497.88	0.04	13
497.92	0.04	12
497.96	0.04	13
498.00	0.04	13
498.04	0.04	16
498.08	0.04	16
498.12	0.04	17
498.16	0.04	17
498.20	0.04	17
498.24	0.04	15
498.28	0.04	14
498.32	0.04	13
498.36	0.04	14
498.40	0.04	12
498.44	0.04	11
498.48	0.04	10
498.52	0.04	12
498.56	0.04	12
498.60	0.04	11
498.64	0.04	13
498.68	0.04	14
498.72	0.04	14
498.76	0.04	14
498.80	0.04	16
498.84	0.04	16
498.88	0.04	15
498.92	0.04	16
498.96	0.04	16
499.00	0.04	16
499.04	0.04	18
499.08	0.04	17
499.12	0.04	18
499.16	0.04	18
499.20	0.04	18
499.24	0.04	18
499.28	0.04	19
499.32	0.04	23
499.36	0.04	21
499.40	0.04	19
499.44	0.04	17
499.48	0.04	17
499.52	0.04	17
499.56	0.04	17
499.60	0.04	16
499.64	0.04	17
499.68	0.04	18
499.72	0.04	17
499.76	0.04	18
499.80	0.04	20
499.84	0.04	20
499.88	0.04	20
499.92	0.04	22
499.96	0.04	24
500.00	0.04	28
500.04	0.04	29
500.08	0.04	31
500.12	0.04	32
500.16	0.04	33
500.20	0.04	36
500.24	0.04	40
500.28	0.04	43
500.32	0.04	45
500.36	0.04	46
500.40	0.04	48
500.44	0.04	51
500.48	0.04	52
500.52	0.04	54
500.56	0.04	55
500.60	0.04	58
500.64	0.04	62
500.68	0.04	63
500.72	0.04	64
500.76	0.04	69
500.80	0.04	72
500.84	0.04	74
500.88	0.04	75
500.92	0.04	76
500.96	0.04	75
501.00	0.04	73
501.04	0.04	75
501.08	0.04	76
501.12	0.04	76
501.16	0.04	77
501.20	0.04	77
501.24	0.04	76
501.28	0.04	76
501.32	0.04	77
501.36	0.04	76
501.40	0.04	76
501.44	0.04	78
501.48	0.04	78
501.52	0.04	79
501.56	0.04	81
501.60	0.04	83
501.64	0.04	82
501.68	0.04	80
501.72	0.04	82
501.76	0.04	81
501.80	0.04	79
501.84	0.04	80
501.88	0.04	79
501.92	0.04	78
501.96	0.04	77
502.00	0.04	75
502.04	0.04	76
502.08	0.04	75
502.12	0.04	75
502.16	0.04	75
502.20	0.04	75
502.24	0.04	76
502.28	0.04	74
502.32	0.04	76
502.36	0.04	73
502.40	0.04	74
502.44	0.04	74
502.48	0.04	73
502.52	0.04	76
502.56	0.04	75
502.60	0.04	75
502.64	0.04	75
502.68	0.04	76
502.72	0.04	75
502.76	0.04	76
502.80	0.04	76
502.84	0.04	76
502.88	0.04	76
502.92	0.04	76
502.96	0.04	76
503.00	0.04	76
503.04	0.04	75
503.08	0.04	73
503.12	0.04	73
503.16	0.04	74
503.20	0.04	73
503.24	0.04	73
503.28	0.04	74
503.32	0.04	73
503.36	0.04	73
503.40	0.04	74
503.44	0.04	71
503.48	0.04	72
503.52	0.04	72
503.56	0.04	70
503.60	0.04	70
503.64	0.04	69
503.68	0.04	69
503.72	0.04	69
503.76	0.04	71
503.80	0.04	70
503.84	0.04	69
503.88	0.04	68
503.92	0.04	68
503.96	0.04	66
504.00	0.04	66
504.04	0.04	67
504.08	0.04	68
504.12	0.04	69
504.16	0.04	71
504.20	0.04	71
504.24	0.04	72
504.28	0.04	74
504.32	0.04	75
504.36	0.04	74
504.40	0.04	74
504.44	0.04	75
504.48	0.04	72
504.52	0.04	71
504.56	0.04	70
504.60	0.04	69
504.64	0.04	67
504.68	0.04	66
504.72	0.04	64
504.76	0.04	63
504.80	0.04	2
504.84	0.04	-1
504.88	0.04	-1
504.92	0.04	-1
504.96	0.04	-2
505.00	0.04	-3
505.04	0.04	-2
505.08	0.04	-2
505.12	0.04	-1
505.16	0.04	-2
505.20	0.04	0
505.24	0.04	0
505.28	0.04	1
505.32	0.04	1
505.36	0.04	2
505.40	0.04	0
505.44	0.04	2
505.48	0.04	2
505.52	0.04	2
505.56	0.04	3
505.60	0.04	4
505.64	0.04	3
505.68	0.04	4
505.72	0.04	5
505.76	0.04	4
505.80	0.04	4
505.84	0.04	4
505.88	0.04	6
505.92	0.04	6
505.96	0.04	6
506.00	0.04	5
506.04	0.04	7
506.08	0.04	7
506.12	0.04	6
506.16	0.04	6
506.20	0.04	5
506.24	0.04	5
506.28	0.04	5
506.32	0.04	4
506.36	0.04	5
506.40	0.04	5
506.44	0.04	4
506.48	0.04	4
506.52	0.04	4
506.56	0.04	4
506.60	0.04	5
506.64	0.04	5
506.68	0.04	4
506.72	0.04	5
506.76	0.04	4
506.80	0.04	6
506.84	0.04	3
506.88	0.04	4
506.92	0.04	4
506.96	0.04	3
507.00	0.04	4
507.04	0.04	4
507.08	0.04	4
507.12	0.04	3
507.16	0.04	3
507.20	0.04	1
507.24	0.04	1
507.28	0.04	0
507.32	0.04	1
507.36	0.04	1
507.40	0.04	0
507.44	0.04	0
507.48	0.04	-2
507.52	0.04	-1
507.56	0.04	-3
507.60	0.04	-2
507.64	0.04	-2
507.68	0.04	-2
507.72	0.04	-2
507.76	0.04	-2
507.80	0.04	-1
507.84	0.04	-2
507.88	0.04	-2
507.92	0.04	-2
507.96	0.04	-2
508.00	0.04	-2
508.04	0.04	-3
508.08	0.04	-2
508.12	0.04	-2
508.16	0.04	-1
508.20	0.04	-1
508.24	0.04	1
508.28	0.04	3
508.32	0.04	4
508.36	0.04	4
508.40	0.04	4
508.44	0.04	3
508.48	0.04	3
508.52	0.04	4
508.56	0.04	3
508.60	0.04	2
508.64	0.04	3
508.68	0.04	2
508.72	0.04	3
508.76	0.04	2
508.80	0.04	3
508.84	0.04	4
508.88	0.04	4
508.92	0.04	4
508.96	0.04	3
509.00	0.04	3
509.04	0.04	3
509.08	0.04	3
509.12	0.04	2
509.16	0.04	2
509.20	0.04	2
509.24	0.04	2
509.28	0.04	2
509.32	0.04	1
509.36	0.04	2
509.40	0.04	2
509.44	0.04	65
509.48	0.04	65
509.52	0.04	66
509.56	0.04	66
509.60	0.04	67
509.64	0.04	65
509.68	0.04	65
509.72	0.04	66
509.76	0.04	65
509.80	0.04	65
509.84	0.04	65
509.88	0.04	65
509.92	0.04	65
509.96	0.04	63
510.00	0.04	63
510.04	0.04	63
510.08	0.04	63
510.12	0.04	63
510.16	0.04	64
510.20	0.04	64
510.24	0.04	65
510.28	0.04	63
510.32	0.04	64
510.36	0.04	64
510.40	0.04	64
510.44	0.04	63
510.48	0.04	64
510.52	0.04	63
510.56	0.04	64
510.60	0.04	62
510.64	0.04	63
510.68	0.04	63
510.72	0.04	63
