onset	duration	brlr
479.32	0.04	-53
479.36	0.04	-52
479.40	0.04	-53
479.44	0.04	-52
479.48	0.04	-51
479.52	0.04	-52
479.56	0.04	-52
479.60	0.04	-52
479.64	0.04	-53
479.68	0.04	-53
479.72	0.04	-53
479.76	0.04	-53
479.80	0.04	-52
479.84	0.04	-52
479.88	0.04	-53
479.92	0.04	-53
479.96	0.04	-53
480.00	0.04	-54
480.04	0.04	-54
480.08	0.04	-54
480.12	0.04	-54
480.16	0.04	-55
480.20	0.04	-54
480.24	0.04	-54
480.28	0.04	-54
480.32	0.04	-55
480.36	0.04	-55
480.40	0.04	-54
480.44	0.04	-55
480.48	0.04	-55
480.52	0.04	-55
480.56	0.04	-55
480.60	0.04	-55
480.64	0.04	-56
480.68	0.04	-55
480.72	0.04	-55
480.76	0.04	-55
480.80	0.04	-56
480.84	0.04	-56
480.88	0.04	-56
480.92	0.04	-56
480.96	0.04	-55
481.00	0.04	-56
481.04	0.04	-55
481.08	0.04	-55
481.12	0.04	-56
481.16	0.04	-56
481.20	0.04	-56
481.24	0.04	-56
481.28	0.04	-57
481.32	0.04	-57
481.36	0.04	-56
481.40	0.04	-56
481.44	0.04	-57
481.48	0.04	-57
481.52	0.04	-56
481.56	0.04	-57
481.60	0.04	-58
481.64	0.04	-58
481.68	0.04	-57
481.72	0.04	-57
481.76	0.04	-59
481.80	0.04	-59
481.84	0.04	-58
481.88	0.04	-57
481.92	0.04	-57
481.96	0.04	-57
482.00	0.04	-58
482.04	0.04	-57
482.08	0.04	-58
482.12	0.04	-58
482.16	0.04	-57
482.20	0.04	-59
482.24	0.04	-59
482.28	0.04	-59
482.32	0.04	-59
482.36	0.04	-59
482.40	0.04	-59
482.44	0.04	-21
482.48	0.04	-22
482.52	0.04	-22
482.56	0.04	-21
482.60	0.04	-21
482.64	0.04	-20
482.68	0.04	-21
482.72	0.04	-22
482.76	0.04	-21
482.80	0.04	-21
482.84	0.04	-21
482.88	0.04	-22
482.92	0.04	-21
482.96	0.04	-21
483.00	0.04	-20
483.04	0.04	-21
483.08	0.04	-21
483.12	0.04	-20
483.16	0.04	-21
483.20	0.04	-22
483.24	0.04	-20
483.28	0.04	-20
483.32	0.04	-20
483.36	0.04	-20
483.40	0.04	-20
483.44	0.04	-21
483.48	0.04	-20
483.52	0.04	-20
483.56	0.04	-20
483.60	0.04	-22
483.64	0.04	-21
483.68	0.04	-22
483.72	0.04	-20
483.76	0.04	-20
483.80	0.04	-20
483.84	0.04	-21
483.88	0.04	-19
483.92	0.04	-19
483.96	0.04	-20
484.00	0.04	-19
484.04	0.04	-20
484.08	0.04	-20
484.12	0.04	-21
484.16	0.04	-20
484.20	0.04	-20
484.24	0.04	-19
484.28	0.04	-20
484.32	0.04	-20
484.36	0.04	-21
484.40	0.04	-20
484.44	0.04	-20
484.48	0.04	-20
484.52	0.04	-20
484.56	0.04	-19
484.60	0.04	-20
484.64	0.04	-19
484.68	0.04	-20
484.72	0.04	-59
484.76	0.04	-58
484.80	0.04	-58
484.84	0.04	-58
484.88	0.04	-57
484.92	0.04	-57
484.96	0.04	-58
485.00	0.04	-58
485.04	0.04	-57
485.08	0.04	-58
485.12	0.04	-59
485.16	0.04	-60
485.20	0.04	-61
485.24	0.04	-62
485.28	0.04	-63
485.32	0.04	-64
485.36	0.04	-64
485.40	0.04	-65
485.44	0.04	-65
485.48	0.04	-66
485.52	0.04	-64
485.56	0.04	-65
485.60	0.04	-65
485.64	0.04	-65
485.68	0.04	-64
485.72	0.04	-64
485.76	0.04	-64
485.80	0.04	-63
485.84	0.04	-62
485.88	0.04	-62
485.92	0.04	-63
485.96	0.04	-63
486.00	0.04	-63
486.04	0.04	-63
486.08	0.04	-63
486.12	0.04	-63
486.16	0.04	-63
486.20	0.04	-62
486.24	0.04	-64
486.28	0.04	-63
486.32	0.04	-64
486.36	0.04	-64
486.40	0.04	-64
486.44	0.04	-64
486.48	0.04	-63
486.52	0.04	-64
486.56	0.04	-62
486.60	0.04	-63
486.64	0.04	-63
486.68	0.04	-64
486.72	0.04	-64
486.76	0.04	-63
486.80	0.04	-63
486.84	0.04	-63
486.88	0.04	-65
486.92	0.04	-63
486.96	0.04	-63
487.00	0.04	-63
487.04	0.04	-64
487.08	0.04	-63
487.12	0.04	-62
487.16	0.04	-60
487.20	0.04	-60
487.24	0.04	-59
487.28	0.04	-60
487.32	0.04	-62
487.36	0.04	-62
487.40	0.04	-62
487.44	0.04	-61
487.48	0.04	-59
487.52	0.04	-62
487.56	0.04	-63
487.60	0.04	-62
487.64	0.04	-63
487.68	0.04	-63
487.72	0.04	-62
487.76	0.04	-63
487.80	0.04	-64
487.84	0.04	-63
487.88	0.04	-62
487.92	0.04	-62
487.96	0.04	-62
488.00	0.04	-62
488.04	0.04	-62
488.08	0.04	-60
488.12	0.04	-62
488.16	0.04	-62
488.20	0.04	-61
488.24	0.04	-61
488.28	0.04	-62
488.32	0.04	-60
488.36	0.04	-60
488.40	0.04	-60
488.44	0.04	-60
488.48	0.04	-59
488.52	0.04	-60
488.56	0.04	-60
488.60	0.04	-60
488.64	0.04	-59
488.68	0.04	-58
488.72	0.04	-59
488.76	0.04	-59
488.80	0.04	-58
488.84	0.04	-58
488.88	0.04	-58
488.92	0.04	-57
488.96	0.04	-56
489.00	0.04	-54
489.04	0.04	-55
489.08	0.04	-55
489.12	0.04	-55
489.16	0.04	-53
489.20	0.04	-53
489.24	0.04	-52
489.28	0.04	-51
489.32	0.04	-52
489.36	0.04	-52
489.40	0.04	-52
489.44	0.04	-53
489.48	0.04	-55
489.52	0.04	-54
489.56	0.04	-54
489.60	0.04	-55
489.64	0.04	-56
489.68	0.04	-57
489.72	0.04	-56
489.76	0.04	-57
489.80	0.04	-58
489.84	0.04	-59
489.88	0.04	-59
489.92	0.04	-59
489.96	0.04	-59
490.00	0.04	-59
490.04	0.04	-60
490.08	0.04	-59
490.12	0.04	-60
490.16	0.04	-60
490.20	0.04	-59
490.24	0.04	-61
490.28	0.04	-59
490.32	0.04	-61
490.36	0.04	-61
490.40	0.04	-62
490.44	0.04	-63
490.48	0.04	-62
490.52	0.04	-63
490.56	0.04	-61
490.60	0.04	-62
490.64	0.04	-63
490.68	0.04	-64
490.72	0.04	-64
490.76	0.04	-65
490.80	0.04	-65
490.84	0.04	-65
490.88	0.04	-66
490.92	0.04	-66
490.96	0.04	-67
491.00	0.04	-67
491.04	0.04	-68
491.08	0.04	-67
491.12	0.04	-61
491.16	0.04	-61
491.20	0.04	-59
491.24	0.04	-59
491.28	0.04	-60
491.32	0.04	-59
491.36	0.04	-56
491.40	0.04	-51
491.44	0.04	-44
491.48	0.04	-39
491.52	0.04	-40
491.56	0.04	-42
491.60	0.04	-44
491.64	0.04	-44
491.68	0.04	-43
491.72	0.04	-40
491.76	0.04	-35
491.80	0.04	-27
491.84	0.04	-20
491.88	0.04	-17
491.92	0.04	-15
491.96	0.04	-12
492.00	0.04	-7
492.04	0.04	-1
492.08	0.04	3
492.12	0.04	7
492.16	0.04	9
492.20	0.04	11
492.24	0.04	13
492.28	0.04	12
492.32	0.04	11
492.36	0.04	10
492.40	0.04	10
492.44	0.04	10
492.48	0.04	11
492.52	0.04	10
492.56	0.04	10
492.60	0.04	12
492.64	0.04	14
492.68	0.04	17
492.72	0.04	18
492.76	0.04	17
492.80	0.04	18
492.84	0.04	19
492.88	0.04	22
492.92	0.04	21
492.96	0.04	22
493.00	0.04	20
493.04	0.04	21
493.08	0.04	21
493.12	0.04	22
493.16	0.04	21
493.20	0.04	19
493.24	0.04	20
493.28	0.04	20
493.32	0.04	20
493.36	0.04	20
493.40	0.04	18
493.44	0.04	18
493.48	0.04	20
493.52	0.04	19
493.56	0.04	26
493.60	0.04	28
493.64	0.04	28
493.68	0.04	24
493.72	0.04	23
493.76	0.04	23
493.80	0.04	25
493.84	0.04	25
493.88	0.04	25
493.92	0.04	26
493.96	0.04	28
494.00	0.04	27
494.04	0.04	28
494.08	0.04	27
494.12	0.04	27
494.16	0.04	24
494.20	0.04	24
494.24	0.04	25
494.28	0.04	25
494.32	0.04	23
494.36	0.04	20
494.40	0.04	23
494.44	0.04	23
494.48	0.04	24
494.52	0.04	24
494.56	0.04	21
494.60	0.04	22
494.64	0.04	26
494.68	0.04	28
494.72	0.04	31
494.76	0.04	29
494.80	0.04	29
494.84	0.04	27
494.88	0.04	25
494.92	0.04	23
494.96	0.04	22
495.00	0.04	23
495.04	0.04	20
495.08	0.04	17
495.12	0.04	17
495.16	0.04	15
495.20	0.04	14
495.24	0.04	11
495.28	0.04	10
495.32	0.04	8
495.36	0.04	5
495.40	0.04	2
495.44	0.04	-1
495.48	0.04	-2
495.52	0.04	-3
495.56	0.04	-6
495.60	0.04	-10
495.64	0.04	-9
495.68	0.04	-9
495.72	0.04	-8
495.76	0.04	-8
495.80	0.04	-5
495.84	0.04	-1
495.88	0.04	2
495.92	0.04	8
495.96	0.04	13
496.00	0.04	18
496.04	0.04	23
496.08	0.04	26
496.12	0.04	31
496.16	0.04	36
496.20	0.04	41
496.24	0.04	45
496.28	0.04	47
496.32	0.04	47
496.36	0.04	49
496.40	0.04	50
496.44	0.04	52
496.48	0.04	57
496.52	0.04	60
496.56	0.04	60
496.60	0.04	58
496.64	0.04	56
496.68	0.04	52
496.72	0.04	52
496.76	0.04	52
496.80	0.04	52
496.84	0.04	55
496.88	0.04	59
496.92	0.04	-10
496.96	0.04	-8
497.00	0.04	-1
497.04	0.04	6
497.08	0.04	9
497.12	0.04	12
497.16	0.04	12
497.20	0.04	9
497.24	0.04	-6
497.28	0.04	-18
497.32	0.04	-27
497.36	0.04	-35
497.40	0.04	-39
497.44	0.04	-14
497.48	0.04	-15
497.52	0.04	-27
497.56	0.04	-76
497.60	0.04	-58
497.64	0.04	-47
497.68	0.04	-18
497.72	0.04	-11
497.76	0.04	-2
497.80	0.04	5
497.84	0.04	3
497.88	0.04	7
497.92	0.04	4
497.96	0.04	5
498.00	0.04	10
498.04	0.04	13
498.08	0.04	20
498.12	0.04	20
498.16	0.04	21
498.20	0.04	20
498.24	0.04	17
498.28	0.04	66
498.32	0.04	66
498.36	0.04	66
498.40	0.04	66
498.44	0.04	65
498.48	0.04	60
498.52	0.04	56
498.56	0.04	56
498.60	0.04	55
498.64	0.04	59
498.68	0.04	63
498.72	0.04	66
498.76	0.04	71
498.80	0.04	77
498.84	0.04	81
498.88	0.04	88
498.92	0.04	89
498.96	0.04	88
499.00	0.04	88
499.04	0.04	88
499.08	0.04	84
499.12	0.04	81
499.16	0.04	78
499.20	0.04	76
499.24	0.04	76
499.28	0.04	75
499.32	0.04	77
499.36	0.04	-26
499.40	0.04	-29
499.44	0.04	-33
499.48	0.04	-37
499.52	0.04	-39
499.56	0.04	-41
499.60	0.04	-33
499.64	0.04	0
499.68	0.04	-7
499.72	0.04	-53
499.76	0.04	-60
499.80	0.04	-50
499.84	0.04	-18
499.88	0.04	-7
499.92	0.04	4
499.96	0.04	13
500.00	0.04	18
500.04	0.04	21
500.08	0.04	29
500.12	0.04	35
500.16	0.04	29
500.20	0.04	27
500.24	0.04	28
500.28	0.04	31
500.32	0.04	35
500.36	0.04	38
500.40	0.04	40
500.44	0.04	51
500.48	0.04	63
500.52	0.04	72
500.56	0.04	74
500.60	0.04	70
500.64	0.04	79
500.68	0.04	82
500.72	0.04	107
500.76	0.04	110
500.80	0.04	114
500.84	0.04	115
500.88	0.04	115
500.92	0.04	114
500.96	0.04	115
501.00	0.04	116
501.04	0.04	115
501.08	0.04	107
501.12	0.04	100
501.16	0.04	99
501.20	0.04	99
501.24	0.04	101
501.28	0.04	103
501.32	0.04	106
501.36	0.04	108
501.40	0.04	111
501.44	0.04	115
501.48	0.04	124
501.52	0.04	127
501.56	0.04	130
501.60	0.04	136
501.64	0.04	137
501.68	0.04	130
501.72	0.04	126
501.76	0.04	129
501.80	0.04	130
501.84	0.04	130
501.88	0.04	129
501.92	0.04	129
501.96	0.04	131
502.00	0.04	133
502.04	0.04	135
502.08	0.04	131
502.12	0.04	129
502.16	0.04	124
502.20	0.04	126
502.24	0.04	123
502.28	0.04	120
502.32	0.04	119
502.36	0.04	121
502.40	0.04	128
502.44	0.04	133
502.48	0.04	132
502.52	0.04	133
502.56	0.04	138
502.60	0.04	145
502.64	0.04	150
502.68	0.04	151
502.72	0.04	150
502.76	0.04	146
502.80	0.04	145
502.84	0.04	146
502.88	0.04	153
502.92	0.04	162
502.96	0.04	-50
503.00	0.04	-53
503.04	0.04	-57
503.08	0.04	-56
503.12	0.04	-54
503.16	0.04	-48
503.20	0.04	-38
503.24	0.04	-26
503.28	0.04	-14
503.32	0.04	7
503.36	0.04	34
503.40	0.04	62
503.44	0.04	82
503.48	0.04	104
503.52	0.04	117
503.56	0.04	107
503.60	0.04	84
503.64	0.04	50
503.68	0.04	41
503.72	0.04	24
503.76	0.04	25
503.80	0.04	25
503.84	0.04	52
503.88	0.04	52
503.92	0.04	52
503.96	0.04	53
504.00	0.04	53
504.04	0.04	53
504.08	0.04	53
504.12	0.04	52
504.16	0.04	52
504.20	0.04	52
504.24	0.04	52
504.28	0.04	53
504.32	0.04	53
504.36	0.04	51
504.40	0.04	53
504.44	0.04	53
504.48	0.04	54
504.52	0.04	53
504.56	0.04	53
504.60	0.04	54
504.64	0.04	54
504.68	0.04	54
504.72	0.04	55
504.76	0.04	55
504.80	0.04	56
504.84	0.04	57
504.88	0.04	56
504.92	0.04	57
504.96	0.04	58
505.00	0.04	57
505.04	0.04	58
505.08	0.04	59
505.12	0.04	58
505.16	0.04	59
505.20	0.04	59
505.24	0.04	60
505.28	0.04	58
505.32	0.04	60
505.36	0.04	58
505.40	0.04	60
505.44	0.04	59
505.48	0.04	58
505.52	0.04	58
505.56	0.04	56
505.60	0.04	55
505.64	0.04	56
505.68	0.04	57
505.72	0.04	56
505.76	0.04	54
505.80	0.04	51
505.84	0.04	48
505.88	0.04	43
505.92	0.04	37
505.96	0.04	33
506.00	0.04	33
506.04	0.04	35
506.08	0.04	33
506.12	0.04	34
506.16	0.04	39
506.20	0.04	50
506.24	0.04	48
506.28	0.04	31
506.32	0.04	27
506.36	0.04	26
506.40	0.04	26
506.44	0.04	26
506.48	0.04	25
506.52	0.04	30
506.56	0.04	30
506.60	0.04	30
506.64	0.04	30
506.68	0.04	29
506.72	0.04	28
506.76	0.04	28
506.80	0.04	27
506.84	0.04	27
506.88	0.04	25
506.92	0.04	25
506.96	0.04	25
507.00	0.04	22
507.04	0.04	21
507.08	0.04	23
507.12	0.04	22
507.16	0.04	24
507.20	0.04	28
507.24	0.04	28
507.28	0.04	27
507.32	0.04	27
507.36	0.04	24
507.40	0.04	25
507.44	0.04	25
507.48	0.04	25
507.52	0.04	24
507.56	0.04	25
507.60	0.04	25
507.64	0.04	24
507.68	0.04	22
507.72	0.04	23
507.76	0.04	23
507.80	0.04	22
507.84	0.04	29
507.88	0.04	30
507.92	0.04	30
507.96	0.04	31
508.00	0.04	28
508.04	0.04	28
508.08	0.04	28
508.12	0.04	28
508.16	0.04	28
508.20	0.04	29
508.24	0.04	30
508.28	0.04	31
508.32	0.04	31
508.36	0.04	30
508.40	0.04	30
508.44	0.04	31
508.48	0.04	31
508.52	0.04	31
508.56	0.04	31
508.60	0.04	31
508.64	0.04	29
508.68	0.04	27
508.72	0.04	27
508.76	0.04	25
508.80	0.04	24
508.84	0.04	26
508.88	0.04	26
508.92	0.04	26
508.96	0.04	26
509.00	0.04	24
509.04	0.04	24
509.08	0.04	23
509.12	0.04	24
509.16	0.04	21
509.20	0.04	22
509.24	0.04	22
509.28	0.04	21
509.32	0.04	20
509.36	0.04	22
509.40	0.04	21
509.44	0.04	20
509.48	0.04	22
509.52	0.04	24
509.56	0.04	23
509.60	0.04	23
509.64	0.04	25
509.68	0.04	23
509.72	0.04	24
509.76	0.04	23
509.80	0.04	18
509.84	0.04	17
509.88	0.04	15
509.92	0.04	14
509.96	0.04	12
510.00	0.04	11
510.04	0.04	8
510.08	0.04	8
510.12	0.04	7
510.16	0.04	8
510.20	0.04	6
510.24	0.04	7
510.28	0.04	8
510.32	0.04	7
510.36	0.04	6
510.40	0.04	5
510.44	0.04	4
510.48	0.04	-3
510.52	0.04	-5
510.56	0.04	-4
510.60	0.04	-5
510.64	0.04	-4
510.68	0.04	-6
510.72	0.04	-4
510.76	0.04	-4
510.80	0.04	-4
510.84	0.04	-2
510.88	0.04	-1
510.92	0.04	-3
510.96	0.04	-1
511.00	0.04	-1
511.04	0.04	-3
511.08	0.04	-3
511.12	0.04	-8
511.16	0.04	-10
511.20	0.04	-9
511.24	0.04	-9
511.28	0.04	-9
511.32	0.04	-7
511.36	0.04	-9
511.40	0.04	-9
511.44	0.04	-9
511.48	0.04	-9
511.52	0.04	-8
511.56	0.04	-9
511.60	0.04	-8
511.64	0.04	-8
511.68	0.04	-8
511.72	0.04	-8
511.76	0.04	-8
511.80	0.04	-13
511.84	0.04	-13
511.88	0.04	-13
511.92	0.04	-14
511.96	0.04	-12
512.00	0.04	-13
512.04	0.04	-13
512.08	0.04	-14
512.12	0.04	-12
512.16	0.04	-12
512.20	0.04	-13
512.24	0.04	-12
512.28	0.04	-12
512.32	0.04	-12
512.36	0.04	-12
512.40	0.04	-13
512.44	0.04	-16
512.48	0.04	-18
512.52	0.04	-19
512.56	0.04	-20
512.60	0.04	-20
512.64	0.04	-20
512.68	0.04	-21
512.72	0.04	-22
512.76	0.04	-19
512.80	0.04	-19
512.84	0.04	-16
512.88	0.04	-15
512.92	0.04	-14
512.96	0.04	-12
513.00	0.04	-13
513.04	0.04	-10
513.08	0.04	-10
513.12	0.04	-11
513.16	0.04	-10
513.20	0.04	-9
513.24	0.04	-9
513.28	0.04	-6
513.32	0.04	-6
513.36	0.04	-6
513.40	0.04	-6
513.44	0.04	-7
513.48	0.04	-8
513.52	0.04	-9
513.56	0.04	-10
513.60	0.04	-11
513.64	0.04	-14
513.68	0.04	-15
513.72	0.04	-16
513.76	0.04	-17
513.80	0.04	-15
513.84	0.04	-16
513.88	0.04	-14
513.92	0.04	-15
513.96	0.04	-14
514.00	0.04	-13
514.04	0.04	-13
514.08	0.04	-12
514.12	0.04	-12
514.16	0.04	-10
514.20	0.04	-11
514.24	0.04	-10
514.28	0.04	-9
514.32	0.04	-8
514.36	0.04	-8
514.40	0.04	-6
514.44	0.04	-6
514.48	0.04	-7
514.52	0.04	-5
514.56	0.04	-4
514.60	0.04	-4
514.64	0.04	-2
514.68	0.04	-1
514.72	0.04	-2
514.76	0.04	0
514.80	0.04	-1
514.84	0.04	1
514.88	0.04	2
514.92	0.04	3
514.96	0.04	4
515.00	0.04	5
515.04	0.04	7
515.08	0.04	9
515.12	0.04	9
515.16	0.04	10
515.20	0.04	12
515.24	0.04	15
515.28	0.04	18
515.32	0.04	18
515.36	0.04	19
515.40	0.04	16
515.44	0.04	16
515.48	0.04	15
515.52	0.04	15
515.56	0.04	13
515.60	0.04	11
515.64	0.04	10
515.68	0.04	9
515.72	0.04	8
515.76	0.04	5
515.80	0.04	5
515.84	0.04	5
515.88	0.04	6
515.92	0.04	5
515.96	0.04	5
516.00	0.04	4
516.04	0.04	4
516.08	0.04	3
516.12	0.04	3
516.16	0.04	3
516.20	0.04	3
516.24	0.04	3
516.28	0.04	2
516.32	0.04	2
516.36	0.04	3
516.40	0.04	2
516.44	0.04	1
516.48	0.04	-1
516.52	0.04	0
516.56	0.04	-2
516.60	0.04	-1
516.64	0.04	-3
516.68	0.04	-4
516.72	0.04	-4
516.76	0.04	-6
516.80	0.04	-5
516.84	0.04	-5
516.88	0.04	-4
516.92	0.04	-2
516.96	0.04	-2
517.00	0.04	-2
517.04	0.04	0
517.08	0.04	1
517.12	0.04	1
517.16	0.04	2
517.20	0.04	1
517.24	0.04	1
517.28	0.04	1
517.32	0.04	1
517.36	0.04	1
517.40	0.04	0
517.44	0.04	0
517.48	0.04	0
517.52	0.04	0
517.56	0.04	1
517.60	0.04	1
517.64	0.04	1
517.68	0.04	2
517.72	0.04	2
517.76	0.04	3
517.80	0.04	3
517.84	0.04	3
517.88	0.04	3
517.92	0.04	2
517.96	0.04	2
518.00	0.04	3
518.04	0.04	3
518.08	0.04	3
518.12	0.04	3
518.16	0.04	3
518.20	0.04	3
518.24	0.04	4
518.28	0.04	3
518.32	0.04	3
518.36	0.04	4
518.40	0.04	5
518.44	0.04	5
518.48	0.04	6
518.52	0.04	6
518.56	0.04	6
518.60	0.04	6
518.64	0.04	7
518.68	0.04	6
518.72	0.04	6
518.76	0.04	6
518.80	0.04	6
518.84	0.04	6
518.88	0.04	6
518.92	0.04	6
518.96	0.04	5
519.00	0.04	6
519.04	0.04	7
519.08	0.04	8
519.12	0.04	7
519.16	0.04	6
519.20	0.04	5
519.24	0.04	6
519.28	0.04	6
519.32	0.04	5
519.36	0.04	4
519.40	0.04	4
519.44	0.04	5
519.48	0.04	4
519.52	0.04	6
519.56	0.04	6
519.60	0.04	6
519.64	0.04	5
519.68	0.04	7
519.72	0.04	5
519.76	0.04	6
519.80	0.04	5
519.84	0.04	4
519.88	0.04	4
519.92	0.04	5
519.96	0.04	6
520.00	0.04	6
520.04	0.04	6
520.08	0.04	7
520.12	0.04	7
520.16	0.04	6
520.20	0.04	5
520.24	0.04	7
520.28	0.04	7
520.32	0.04	7
520.36	0.04	7
520.40	0.04	4
520.44	0.04	4
520.48	0.04	6
520.52	0.04	6
520.56	0.04	6
520.60	0.04	5
520.64	0.04	4
520.68	0.04	4
520.72	0.04	5
520.76	0.04	3
520.80	0.04	3
520.84	0.04	2
520.88	0.04	1
520.92	0.04	1
520.96	0.04	1
521.00	0.04	2
521.04	0.04	3
521.08	0.04	3
521.12	0.04	4
521.16	0.04	3
521.20	0.04	4
521.24	0.04	3
521.28	0.04	3
521.32	0.04	2
521.36	0.04	0
521.40	0.04	0
521.44	0.04	0
521.48	0.04	-1
521.52	0.04	-1
521.56	0.04	-1
521.60	0.04	0
521.64	0.04	1
521.68	0.04	1
521.72	0.04	1
521.76	0.04	1
521.80	0.04	1
521.84	0.04	-1
521.88	0.04	-1
521.92	0.04	-2
521.96	0.04	-2
522.00	0.04	-3
522.04	0.04	-1
522.08	0.04	-1
522.12	0.04	0
522.16	0.04	1
522.20	0.04	0
522.24	0.04	0
522.28	0.04	0
522.32	0.04	1
522.36	0.04	0
522.40	0.04	-1
522.44	0.04	-1
522.48	0.04	-1
522.52	0.04	1
522.56	0.04	0
522.60	0.04	0
522.64	0.04	1
522.68	0.04	0
522.72	0.04	1
522.76	0.04	1
522.80	0.04	0
522.84	0.04	1
522.88	0.04	-1
522.92	0.04	-1
522.96	0.04	0
523.00	0.04	0
523.04	0.04	0
523.08	0.04	0
523.12	0.04	2
523.16	0.04	2
523.20	0.04	3
523.24	0.04	3
523.28	0.04	3
523.32	0.04	3
523.36	0.04	2
523.40	0.04	0
523.44	0.04	0
523.48	0.04	1
523.52	0.04	1
523.56	0.04	1
523.60	0.04	0
523.64	0.04	2
523.68	0.04	3
523.72	0.04	3
523.76	0.04	3
523.80	0.04	3
523.84	0.04	3
523.88	0.04	3
523.92	0.04	3
523.96	0.04	2
524.00	0.04	3
524.04	0.04	4
524.08	0.04	4
524.12	0.04	5
524.16	0.04	4
524.20	0.04	4
524.24	0.04	4
524.28	0.04	5
524.32	0.04	6
524.36	0.04	6
524.40	0.04	6
524.44	0.04	5
524.48	0.04	4
524.52	0.04	5
524.56	0.04	6
524.60	0.04	7
524.64	0.04	7
524.68	0.04	5
524.72	0.04	5
524.76	0.04	5
524.80	0.04	5
524.84	0.04	7
524.88	0.04	6
524.92	0.04	4
524.96	0.04	5
525.00	0.04	4
525.04	0.04	6
525.08	0.04	6
525.12	0.04	5
525.16	0.04	6
525.20	0.04	5
525.24	0.04	5
525.28	0.04	5
525.32	0.04	5
525.36	0.04	6
525.40	0.04	5
525.44	0.04	3
525.48	0.04	2
525.52	0.04	3
525.56	0.04	3
525.60	0.04	5
525.64	0.04	5
525.68	0.04	4
525.72	0.04	2
525.76	0.04	2
525.80	0.04	1
525.84	0.04	1
525.88	0.04	2
525.92	0.04	0
525.96	0.04	-3
526.00	0.04	-2
526.04	0.04	-2
526.08	0.04	-3
526.12	0.04	-2
526.16	0.04	-3
526.20	0.04	-3
526.24	0.04	-4
526.28	0.04	-4
526.32	0.04	-4
526.36	0.04	-4
526.40	0.04	-3
526.44	0.04	-4
526.48	0.04	-5
526.52	0.04	-6
526.56	0.04	-6
526.60	0.04	-3
526.64	0.04	-3
526.68	0.04	-2
526.72	0.04	-3
526.76	0.04	-3
526.80	0.04	-3
526.84	0.04	-1
526.88	0.04	-1
526.92	0.04	0
526.96	0.04	-1
527.00	0.04	-1
527.04	0.04	-2
527.08	0.04	0
527.12	0.04	3
527.16	0.04	3
527.20	0.04	4
527.24	0.04	3
527.28	0.04	4
527.32	0.04	6
527.36	0.04	7
527.40	0.04	9
527.44	0.04	9
527.48	0.04	7
527.52	0.04	6
527.56	0.04	7
527.60	0.04	9
527.64	0.04	11
527.68	0.04	12
527.72	0.04	12
527.76	0.04	13
527.80	0.04	12
527.84	0.04	15
527.88	0.04	18
527.92	0.04	20
527.96	0.04	20
528.00	0.04	18
528.04	0.04	17
528.08	0.04	16
528.12	0.04	17
528.16	0.04	16
528.20	0.04	15
528.24	0.04	14
528.28	0.04	11
528.32	0.04	11
528.36	0.04	9
528.40	0.04	11
528.44	0.04	11
528.48	0.04	12
528.52	0.04	13
528.56	0.04	13
528.60	0.04	15
528.64	0.04	18
528.68	0.04	20
528.72	0.04	22
528.76	0.04	22
528.80	0.04	22
528.84	0.04	24
528.88	0.04	25
528.92	0.04	26
528.96	0.04	26
529.00	0.04	26
529.04	0.04	26
529.08	0.04	25
529.12	0.04	24
529.16	0.04	24
529.20	0.04	24
529.24	0.04	25
529.28	0.04	22
529.32	0.04	21
529.36	0.04	20
529.40	0.04	20
529.44	0.04	21
529.48	0.04	20
529.52	0.04	20
529.56	0.04	18
529.60	0.04	18
529.64	0.04	18
529.68	0.04	18
529.72	0.04	17
529.76	0.04	18
529.80	0.04	17
529.84	0.04	16
529.88	0.04	17
529.92	0.04	19
529.96	0.04	19
530.00	0.04	19
530.04	0.04	19
530.08	0.04	20
530.12	0.04	18
530.16	0.04	18
530.20	0.04	19
530.24	0.04	19
530.28	0.04	19
530.32	0.04	18
530.36	0.04	18
530.40	0.04	18
530.44	0.04	19
530.48	0.04	19
530.52	0.04	19
530.56	0.04	17
530.60	0.04	16
530.64	0.04	16
530.68	0.04	17
530.72	0.04	18
530.76	0.04	17
530.80	0.04	18
530.84	0.04	17
530.88	0.04	18
530.92	0.04	17
530.96	0.04	17
531.00	0.04	17
531.04	0.04	16
531.08	0.04	15
531.12	0.04	14
531.16	0.04	14
531.20	0.04	14
531.24	0.04	15
531.28	0.04	16
531.32	0.04	15
531.36	0.04	15
531.40	0.04	15
531.44	0.04	13
531.48	0.04	14
531.52	0.04	14
531.56	0.04	11
531.60	0.04	9
531.64	0.04	8
531.68	0.04	6
531.72	0.04	6
531.76	0.04	5
531.80	0.04	5
531.84	0.04	2
531.88	0.04	0
531.92	0.04	-1
531.96	0.04	-1
532.00	0.04	0
532.04	0.04	0
532.08	0.04	2
532.12	0.04	2
532.16	0.04	4
532.20	0.04	4
532.24	0.04	8
532.28	0.04	10
532.32	0.04	11
532.36	0.04	10
532.40	0.04	10
532.44	0.04	9
532.48	0.04	11
532.52	0.04	10
532.56	0.04	10
532.60	0.04	8
532.64	0.04	8
532.68	0.04	8
532.72	0.04	9
532.76	0.04	9
532.80	0.04	10
532.84	0.04	9
532.88	0.04	9
532.92	0.04	9
532.96	0.04	8
533.00	0.04	9
533.04	0.04	8
533.08	0.04	8
