onset	duration	brlr
257.84	0.04	0
257.88	0.04	0
257.92	0.04	-1
257.96	0.04	0
258.00	0.04	0
258.04	0.04	1
258.08	0.04	1
258.12	0.04	0
258.16	0.04	1
258.20	0.04	0
258.24	0.04	-1
258.28	0.04	0
258.32	0.04	-1
258.36	0.04	-1
258.40	0.04	-2
258.44	0.04	-2
258.48	0.04	-3
258.52	0.04	-3
258.56	0.04	-4
258.60	0.04	-4
258.64	0.04	-4
258.68	0.04	-3
258.72	0.04	-3
258.76	0.04	-2
258.80	0.04	-2
258.84	0.04	-2
258.88	0.04	-2
258.92	0.04	-2
258.96	0.04	-1
259.00	0.04	-1
259.04	0.04	-1
259.08	0.04	-1
259.12	0.04	-1
259.16	0.04	-1
259.20	0.04	-1
259.24	0.04	-2
259.28	0.04	-3
259.32	0.04	-3
259.36	0.04	-3
259.40	0.04	-3
259.44	0.04	-3
259.48	0.04	-4
259.52	0.04	-4
259.56	0.04	-3
259.60	0.04	-4
259.64	0.04	-2
259.68	0.04	-3
259.72	0.04	-3
259.76	0.04	-4
259.80	0.04	-4
259.84	0.04	-2
259.88	0.04	-4
259.92	0.04	-2
259.96	0.04	-4
260.00	0.04	-3
260.04	0.04	-2
260.08	0.04	-3
260.12	0.04	-3
260.16	0.04	-3
260.20	0.04	-3
260.24	0.04	1
260.28	0.04	0
260.32	0.04	0
260.36	0.04	-1
260.40	0.04	-1
260.44	0.04	-1
260.48	0.04	-1
260.52	0.04	-1
260.56	0.04	0
260.60	0.04	0
260.64	0.04	-1
260.68	0.04	0
260.72	0.04	0
260.76	0.04	-1
260.80	0.04	-2
260.84	0.04	-2
260.88	0.04	-2
260.92	0.04	-3
260.96	0.04	-2
261.00	0.04	-3
261.04	0.04	-5
261.08	0.04	-3
261.12	0.04	-4
261.16	0.04	-5
261.20	0.04	-3
261.24	0.04	-5
261.28	0.04	-4
261.32	0.04	-4
261.36	0.04	-4
261.40	0.04	-4
261.44	0.04	-5
261.48	0.04	-3
261.52	0.04	-3
261.56	0.04	-2
261.60	0.04	-2
261.64	0.04	-1
261.68	0.04	0
261.72	0.04	0
261.76	0.04	0
261.80	0.04	-2
261.84	0.04	-2
261.88	0.04	-3
261.92	0.04	-2
261.96	0.04	-2
262.00	0.04	-2
262.04	0.04	-2
262.08	0.04	-3
262.12	0.04	-4
262.16	0.04	-3
262.20	0.04	-3
262.24	0.04	-2
262.28	0.04	-3
262.32	0.04	-4
262.36	0.04	-3
262.40	0.04	-3
262.44	0.04	-4
262.48	0.04	-3
262.52	0.04	-4
262.56	0.04	-4
262.60	0.04	-3
262.64	0.04	-5
262.68	0.04	-5
262.72	0.04	-4
262.76	0.04	-5
262.80	0.04	-4
262.84	0.04	-4
262.88	0.04	-3
262.92	0.04	-5
262.96	0.04	-4
263.00	0.04	-5
263.04	0.04	-5
263.08	0.04	-4
263.12	0.04	-4
263.16	0.04	-3
263.20	0.04	-5
263.24	0.04	-4
263.28	0.04	-4
263.32	0.04	-5
263.36	0.04	-5
263.40	0.04	-6
263.44	0.04	-5
263.48	0.04	-6
263.52	0.04	-6
263.56	0.04	-6
263.60	0.04	-5
263.64	0.04	-5
263.68	0.04	-5
263.72	0.04	-4
263.76	0.04	-4
263.80	0.04	-4
263.84	0.04	-4
263.88	0.04	-4
263.92	0.04	-4
263.96	0.04	-5
264.00	0.04	-5
264.04	0.04	-5
264.08	0.04	-6
264.12	0.04	-8
264.16	0.04	-9
264.20	0.04	-10
264.24	0.04	-11
264.28	0.04	-10
264.32	0.04	-11
264.36	0.04	-13
264.40	0.04	-13
264.44	0.04	-13
264.48	0.04	-13
264.52	0.04	-13
264.56	0.04	-13
264.60	0.04	-14
264.64	0.04	-14
264.68	0.04	-14
264.72	0.04	-15
264.76	0.04	-14
264.80	0.04	-16
264.84	0.04	-14
264.88	0.04	-15
264.92	0.04	-17
264.96	0.04	-16
265.00	0.04	-16
265.04	0.04	-14
265.08	0.04	-12
265.12	0.04	-14
265.16	0.04	-20
265.20	0.04	-24
265.24	0.04	-32
265.28	0.04	-35
265.32	0.04	-34
265.36	0.04	-34
265.40	0.04	-34
265.44	0.04	-33
265.48	0.04	-33
265.52	0.04	-34
265.56	0.04	-35
265.60	0.04	-36
265.64	0.04	-36
265.68	0.04	-37
265.72	0.04	-39
265.76	0.04	-37
265.80	0.04	-38
265.84	0.04	-38
265.88	0.04	-38
265.92	0.04	-37
265.96	0.04	-35
266.00	0.04	-33
266.04	0.04	-34
266.08	0.04	-34
266.12	0.04	-31
266.16	0.04	-30
266.20	0.04	-30
266.24	0.04	-30
266.28	0.04	-28
266.32	0.04	-26
266.36	0.04	-24
266.40	0.04	-23
266.44	0.04	-23
266.48	0.04	-22
266.52	0.04	-22
266.56	0.04	-21
266.60	0.04	-19
266.64	0.04	-21
266.68	0.04	-21
266.72	0.04	-21
266.76	0.04	-22
266.80	0.04	-21
266.84	0.04	-21
266.88	0.04	-21
266.92	0.04	-20
266.96	0.04	-19
267.00	0.04	-18
267.04	0.04	-19
267.08	0.04	-17
267.12	0.04	-16
267.16	0.04	-14
267.20	0.04	-14
267.24	0.04	-14
267.28	0.04	-13
267.32	0.04	-14
267.36	0.04	-13
267.40	0.04	-14
267.44	0.04	-14
267.48	0.04	-14
267.52	0.04	-15
267.56	0.04	-14
267.60	0.04	-12
267.64	0.04	-9
267.68	0.04	-7
267.72	0.04	-4
267.76	0.04	-4
267.80	0.04	-2
267.84	0.04	2
267.88	0.04	2
267.92	0.04	3
267.96	0.04	5
268.00	0.04	5
268.04	0.04	5
268.08	0.04	5
268.12	0.04	4
268.16	0.04	6
268.20	0.04	5
268.24	0.04	6
268.28	0.04	5
268.32	0.04	5
268.36	0.04	5
268.40	0.04	4
268.44	0.04	3
268.48	0.04	3
268.52	0.04	3
268.56	0.04	3
268.60	0.04	4
268.64	0.04	4
268.68	0.04	4
268.72	0.04	4
268.76	0.04	4
268.80	0.04	5
268.84	0.04	6
268.88	0.04	7
268.92	0.04	6
268.96	0.04	6
269.00	0.04	6
269.04	0.04	5
269.08	0.04	7
269.12	0.04	6
269.16	0.04	7
269.20	0.04	9
269.24	0.04	10
269.28	0.04	11
269.32	0.04	12
269.36	0.04	13
269.40	0.04	14
269.44	0.04	15
269.48	0.04	15
269.52	0.04	17
269.56	0.04	16
269.60	0.04	16
269.64	0.04	16
269.68	0.04	16
269.72	0.04	14
269.76	0.04	12
269.80	0.04	13
269.84	0.04	12
269.88	0.04	10
269.92	0.04	8
269.96	0.04	9
270.00	0.04	10
270.04	0.04	9
270.08	0.04	7
270.12	0.04	7
270.16	0.04	8
270.20	0.04	9
270.24	0.04	10
270.28	0.04	10
270.32	0.04	12
270.36	0.04	10
270.40	0.04	12
270.44	0.04	12
270.48	0.04	12
270.52	0.04	12
270.56	0.04	12
270.60	0.04	12
270.64	0.04	12
270.68	0.04	13
270.72	0.04	12
270.76	0.04	12
270.80	0.04	12
270.84	0.04	11
270.88	0.04	12
270.92	0.04	10
270.96	0.04	12
271.00	0.04	12
271.04	0.04	12
271.08	0.04	12
271.12	0.04	13
271.16	0.04	13
271.20	0.04	14
271.24	0.04	15
271.28	0.04	15
271.32	0.04	16
271.36	0.04	17
271.40	0.04	17
271.44	0.04	19
271.48	0.04	18
271.52	0.04	20
271.56	0.04	18
271.60	0.04	19
271.64	0.04	18
271.68	0.04	18
271.72	0.04	17
271.76	0.04	17
271.80	0.04	16
271.84	0.04	15
271.88	0.04	15
271.92	0.04	15
271.96	0.04	13
272.00	0.04	13
272.04	0.04	11
272.08	0.04	11
272.12	0.04	9
272.16	0.04	9
272.20	0.04	8
272.24	0.04	8
272.28	0.04	6
272.32	0.04	4
272.36	0.04	2
272.40	0.04	0
272.44	0.04	-2
272.48	0.04	-3
272.52	0.04	-2
272.56	0.04	-1
272.60	0.04	-2
272.64	0.04	5
272.68	0.04	8
272.72	0.04	11
272.76	0.04	14
272.80	0.04	17
272.84	0.04	20
272.88	0.04	19
272.92	0.04	14
272.96	0.04	15
273.00	0.04	14
273.04	0.04	14
273.08	0.04	14
273.12	0.04	14
273.16	0.04	14
273.20	0.04	16
273.24	0.04	18
273.28	0.04	19
273.32	0.04	15
273.36	0.04	11
273.40	0.04	11
273.44	0.04	12
273.48	0.04	13
273.52	0.04	15
273.56	0.04	15
273.60	0.04	17
273.64	0.04	9
273.68	0.04	0
273.72	0.04	-4
273.76	0.04	-3
273.80	0.04	-2
273.84	0.04	-2
273.88	0.04	0
273.92	0.04	1
273.96	0.04	0
274.00	0.04	1
274.04	0.04	-1
274.08	0.04	-1
274.12	0.04	-3
274.16	0.04	-4
274.20	0.04	-5
274.24	0.04	-5
274.28	0.04	-6
274.32	0.04	-7
274.36	0.04	-9
274.40	0.04	-9
274.44	0.04	-9
274.48	0.04	-10
274.52	0.04	-12
274.56	0.04	-13
274.60	0.04	-15
274.64	0.04	-16
274.68	0.04	-16
274.72	0.04	-17
274.76	0.04	-19
274.80	0.04	-20
274.84	0.04	-22
274.88	0.04	-24
274.92	0.04	-26
274.96	0.04	-29
275.00	0.04	-30
275.04	0.04	-31
275.08	0.04	-32
275.12	0.04	-33
275.16	0.04	-35
275.20	0.04	-37
275.24	0.04	-38
275.28	0.04	-40
275.32	0.04	-41
275.36	0.04	-42
275.40	0.04	-43
275.44	0.04	-42
275.48	0.04	-42
275.52	0.04	-42
275.56	0.04	-41
275.60	0.04	-41
275.64	0.04	-43
275.68	0.04	-41
275.72	0.04	-41
275.76	0.04	-40
275.80	0.04	-38
275.84	0.04	-39
275.88	0.04	-38
275.92	0.04	-37
275.96	0.04	-36
276.00	0.04	-34
276.04	0.04	-34
276.08	0.04	-32
276.12	0.04	-33
276.16	0.04	-31
276.20	0.04	-32
276.24	0.04	-32
276.28	0.04	-31
276.32	0.04	-31
276.36	0.04	-31
276.40	0.04	-30
276.44	0.04	-30
276.48	0.04	-29
276.52	0.04	-30
276.56	0.04	-28
276.60	0.04	-28
276.64	0.04	-27
276.68	0.04	-27
276.72	0.04	-26
276.76	0.04	-26
276.80	0.04	-27
276.84	0.04	-27
276.88	0.04	-29
276.92	0.04	-31
276.96	0.04	-32
277.00	0.04	-33
277.04	0.04	-34
277.08	0.04	-34
277.12	0.04	-34
277.16	0.04	-35
277.20	0.04	-35
277.24	0.04	-36
277.28	0.04	-35
277.32	0.04	-34
277.36	0.04	-35
277.40	0.04	-37
277.44	0.04	-37
277.48	0.04	-38
277.52	0.04	-38
277.56	0.04	-38
277.60	0.04	-38
277.64	0.04	-35
277.68	0.04	-35
277.72	0.04	-34
277.76	0.04	-34
277.80	0.04	-34
277.84	0.04	-33
277.88	0.04	-33
277.92	0.04	-34
277.96	0.04	-34
278.00	0.04	-35
278.04	0.04	-33
278.08	0.04	-34
278.12	0.04	-34
278.16	0.04	-32
278.20	0.04	-32
278.24	0.04	-32
278.28	0.04	-3
278.32	0.04	-3
278.36	0.04	-3
278.40	0.04	-2
278.44	0.04	-3
278.48	0.04	-2
278.52	0.04	-2
278.56	0.04	-2
278.60	0.04	-3
278.64	0.04	-2
278.68	0.04	-1
278.72	0.04	0
278.76	0.04	0
278.80	0.04	-1
278.84	0.04	-1
278.88	0.04	-2
278.92	0.04	-1
278.96	0.04	-2
279.00	0.04	-2
279.04	0.04	-1
279.08	0.04	-2
279.12	0.04	-1
279.16	0.04	-3
279.20	0.04	-4
279.24	0.04	-3
279.28	0.04	-3
279.32	0.04	-4
279.36	0.04	-3
279.40	0.04	-2
279.44	0.04	-3
279.48	0.04	-2
279.52	0.04	-2
279.56	0.04	-2
279.60	0.04	-2
279.64	0.04	-1
279.68	0.04	-1
279.72	0.04	-3
279.76	0.04	-2
279.80	0.04	-4
279.84	0.04	-5
279.88	0.04	-4
279.92	0.04	-4
279.96	0.04	-4
280.00	0.04	-4
280.04	0.04	-4
280.08	0.04	-4
280.12	0.04	-4
280.16	0.04	-2
280.20	0.04	-2
280.24	0.04	-2
280.28	0.04	-3
280.32	0.04	-3
280.36	0.04	-5
280.40	0.04	-4
280.44	0.04	-5
280.48	0.04	-6
280.52	0.04	-7
280.56	0.04	-8
280.60	0.04	-9
280.64	0.04	-10
280.68	0.04	-9
280.72	0.04	-10
280.76	0.04	-10
280.80	0.04	-12
280.84	0.04	-10
280.88	0.04	-11
280.92	0.04	-11
280.96	0.04	-11
281.00	0.04	-11
281.04	0.04	-10
281.08	0.04	-10
281.12	0.04	-10
281.16	0.04	-9
281.20	0.04	-9
281.24	0.04	-10
281.28	0.04	-9
281.32	0.04	-10
281.36	0.04	-9
281.40	0.04	-10
281.44	0.04	-10
281.48	0.04	-10
281.52	0.04	-9
281.56	0.04	-9
281.60	0.04	-9
281.64	0.04	-9
281.68	0.04	-8
281.72	0.04	-10
281.76	0.04	-10
281.80	0.04	-9
281.84	0.04	-8
281.88	0.04	-10
281.92	0.04	-10
281.96	0.04	-10
282.00	0.04	-12
282.04	0.04	-12
282.08	0.04	-11
282.12	0.04	-12
282.16	0.04	-12
282.20	0.04	-13
282.24	0.04	-13
282.28	0.04	-12
282.32	0.04	-13
282.36	0.04	-13
282.40	0.04	-13
282.44	0.04	-13
282.48	0.04	-12
282.52	0.04	-11
282.56	0.04	-11
282.60	0.04	-10
282.64	0.04	-9
282.68	0.04	-7
282.72	0.04	-7
282.76	0.04	-5
282.80	0.04	-5
282.84	0.04	-5
282.88	0.04	-4
282.92	0.04	-4
282.96	0.04	-1
283.00	0.04	-2
283.04	0.04	-3
283.08	0.04	-4
283.12	0.04	-4
283.16	0.04	-3
283.20	0.04	-4
283.24	0.04	-3
283.28	0.04	-2
283.32	0.04	-2
283.36	0.04	-2
283.40	0.04	-2
283.44	0.04	-2
283.48	0.04	-2
283.52	0.04	-2
283.56	0.04	-1
283.60	0.04	-2
283.64	0.04	-1
283.68	0.04	-1
283.72	0.04	0
283.76	0.04	-1
283.80	0.04	-2
283.84	0.04	-2
283.88	0.04	-2
283.92	0.04	-1
283.96	0.04	-1
284.00	0.04	-2
284.04	0.04	0
284.08	0.04	-1
284.12	0.04	-2
284.16	0.04	-1
284.20	0.04	0
284.24	0.04	-1
284.28	0.04	0
284.32	0.04	0
284.36	0.04	-1
284.40	0.04	-1
284.44	0.04	-1
284.48	0.04	-2
284.52	0.04	-2
284.56	0.04	-2
284.60	0.04	-3
284.64	0.04	-3
284.68	0.04	-2
284.72	0.04	-3
284.76	0.04	-3
284.80	0.04	-3
284.84	0.04	-38
284.88	0.04	-37
284.92	0.04	-38
284.96	0.04	-39
285.00	0.04	-40
285.04	0.04	-42
285.08	0.04	-43
285.12	0.04	-43
285.16	0.04	-44
285.20	0.04	-44
285.24	0.04	-43
285.28	0.04	-44
285.32	0.04	-44
285.36	0.04	-44
285.40	0.04	-44
285.44	0.04	-44
285.48	0.04	-45
285.52	0.04	-43
285.56	0.04	-42
285.60	0.04	-43
285.64	0.04	-43
285.68	0.04	-42
285.72	0.04	-43
285.76	0.04	-44
285.80	0.04	-43
285.84	0.04	-43
285.88	0.04	-42
285.92	0.04	-42
285.96	0.04	-42
286.00	0.04	-42
286.04	0.04	-41
286.08	0.04	-42
286.12	0.04	-41
286.16	0.04	-40
286.20	0.04	-40
286.24	0.04	-40
286.28	0.04	-41
286.32	0.04	-40
286.36	0.04	-39
286.40	0.04	-39
286.44	0.04	-38
286.48	0.04	-38
286.52	0.04	-39
286.56	0.04	-37
286.60	0.04	-39
286.64	0.04	-38
286.68	0.04	-37
286.72	0.04	-37
286.76	0.04	-37
286.80	0.04	-37
286.84	0.04	-38
286.88	0.04	-37
286.92	0.04	-37
286.96	0.04	-38
287.00	0.04	-39
287.04	0.04	-39
287.08	0.04	-40
287.12	0.04	-41
287.16	0.04	-42
287.20	0.04	-43
287.24	0.04	-43
287.28	0.04	-44
287.32	0.04	-44
287.36	0.04	-44
287.40	0.04	-44
287.44	0.04	-44
287.48	0.04	-44
287.52	0.04	-45
287.56	0.04	-44
287.60	0.04	-45
287.64	0.04	-46
287.68	0.04	-46
287.72	0.04	-46
287.76	0.04	-46
287.80	0.04	-48
287.84	0.04	-48
287.88	0.04	-7
287.92	0.04	-7
287.96	0.04	-8
288.00	0.04	-6
288.04	0.04	-7
288.08	0.04	-7
288.12	0.04	-7
288.16	0.04	-5
288.20	0.04	-5
288.24	0.04	-5
288.28	0.04	-6
288.32	0.04	-6
288.36	0.04	-5
288.40	0.04	-6
288.44	0.04	-6
288.48	0.04	-5
288.52	0.04	-4
288.56	0.04	-4
288.60	0.04	-5
288.64	0.04	-3
288.68	0.04	-3
288.72	0.04	-4
288.76	0.04	-2
288.80	0.04	-2
288.84	0.04	-3
288.88	0.04	-3
288.92	0.04	-3
288.96	0.04	-3
289.00	0.04	-3
289.04	0.04	-1
289.08	0.04	-3
289.12	0.04	-1
289.16	0.04	0
289.20	0.04	-1
289.24	0.04	-1
289.28	0.04	-2
289.32	0.04	-2
289.36	0.04	-1
289.40	0.04	0
289.44	0.04	0
289.48	0.04	-1
289.52	0.04	-1
289.56	0.04	-2
289.60	0.04	-1
289.64	0.04	-1
289.68	0.04	-2
289.72	0.04	-3
289.76	0.04	-3
289.80	0.04	-2
289.84	0.04	-2
289.88	0.04	-3
289.92	0.04	-3
289.96	0.04	-2
290.00	0.04	-2
290.04	0.04	-3
290.08	0.04	-3
290.12	0.04	-3
290.16	0.04	-3
290.20	0.04	-4
290.24	0.04	-3
290.28	0.04	-2
290.32	0.04	-2
290.36	0.04	-2
290.40	0.04	-3
290.44	0.04	-2
290.48	0.04	-2
290.52	0.04	-2
290.56	0.04	-2
290.60	0.04	-2
290.64	0.04	-1
290.68	0.04	-2
290.72	0.04	-2
290.76	0.04	-2
290.80	0.04	-2
290.84	0.04	-3
290.88	0.04	-2
290.92	0.04	-3
290.96	0.04	-3
291.00	0.04	-2
291.04	0.04	-3
291.08	0.04	-3
291.12	0.04	-3
291.16	0.04	-2
291.20	0.04	-3
291.24	0.04	-3
291.28	0.04	-1
291.32	0.04	-3
291.36	0.04	-3
291.40	0.04	-39
291.44	0.04	-39
291.48	0.04	-40
291.52	0.04	-42
291.56	0.04	-42
291.60	0.04	-42
291.64	0.04	-44
291.68	0.04	-43
291.72	0.04	-42
291.76	0.04	-41
291.80	0.04	-42
291.84	0.04	-42
291.88	0.04	-44
291.92	0.04	-41
291.96	0.04	-41
292.00	0.04	-41
292.04	0.04	-41
292.08	0.04	-41
292.12	0.04	-40
292.16	0.04	-42
292.20	0.04	-43
292.24	0.04	-43
292.28	0.04	-43
292.32	0.04	-43
292.36	0.04	-44
292.40	0.04	-44
292.44	0.04	-44
292.48	0.04	-44
292.52	0.04	-44
292.56	0.04	-42
292.60	0.04	-43
292.64	0.04	-43
292.68	0.04	-44
292.72	0.04	-44
292.76	0.04	-43
292.80	0.04	-44
292.84	0.04	-45
292.88	0.04	-45
292.92	0.04	-44
292.96	0.04	-43
293.00	0.04	-43
293.04	0.04	-41
293.08	0.04	-40
293.12	0.04	-39
293.16	0.04	-39
293.20	0.04	-38
293.24	0.04	-37
293.28	0.04	-38
293.32	0.04	-38
293.36	0.04	-37
293.40	0.04	-36
293.44	0.04	-36
293.48	0.04	-36
293.52	0.04	-36
293.56	0.04	-37
293.60	0.04	-37
293.64	0.04	-36
293.68	0.04	-38
293.72	0.04	-37
293.76	0.04	-38
293.80	0.04	-39
293.84	0.04	-39
293.88	0.04	-40
293.92	0.04	-41
293.96	0.04	-42
294.00	0.04	-42
294.04	0.04	-41
294.08	0.04	-41
294.12	0.04	-40
294.16	0.04	-39
294.20	0.04	-39
294.24	0.04	-38
294.28	0.04	-37
294.32	0.04	-36
294.36	0.04	-35
294.40	0.04	-33
294.44	0.04	-35
294.48	0.04	-33
294.52	0.04	-34
294.56	0.04	-34
294.60	0.04	-34
294.64	0.04	-34
294.68	0.04	-33
294.72	0.04	-33
294.76	0.04	-32
294.80	0.04	-31
294.84	0.04	-32
294.88	0.04	-32
294.92	0.04	-32
294.96	0.04	-33
295.00	0.04	-34
295.04	0.04	-35
295.08	0.04	-35
295.12	0.04	-33
295.16	0.04	-33
295.20	0.04	-33
295.24	0.04	-33
295.28	0.04	-32
295.32	0.04	-33
295.36	0.04	-32
295.40	0.04	-32
295.44	0.04	-33
295.48	0.04	-33
295.52	0.04	-35
295.56	0.04	-35
295.60	0.04	-36
295.64	0.04	-38
295.68	0.04	-38
295.72	0.04	-39
295.76	0.04	-39
295.80	0.04	-40
295.84	0.04	-41
295.88	0.04	-41
295.92	0.04	-43
295.96	0.04	-44
296.00	0.04	-45
296.04	0.04	-46
296.08	0.04	-48
296.12	0.04	-47
296.16	0.04	-49
296.20	0.04	-49
296.24	0.04	-5
296.28	0.04	-4
296.32	0.04	-6
296.36	0.04	-6
296.40	0.04	-8
296.44	0.04	-9
296.48	0.04	-10
296.52	0.04	-2
296.56	0.04	0
296.60	0.04	-6
296.64	0.04	-5
296.68	0.04	-2
296.72	0.04	0
296.76	0.04	5
296.80	0.04	9
296.84	0.04	12
296.88	0.04	13
296.92	0.04	11
296.96	0.04	10
297.00	0.04	10
297.04	0.04	8
297.08	0.04	4
297.12	0.04	-1
297.16	0.04	-4
297.20	0.04	-4
297.24	0.04	-5
297.28	0.04	-4
297.32	0.04	-1
297.36	0.04	0
297.40	0.04	3
297.44	0.04	4
297.48	0.04	2
297.52	0.04	3
297.56	0.04	3
297.60	0.04	4
297.64	0.04	5
297.68	0.04	5
297.72	0.04	7
297.76	0.04	8
297.80	0.04	8
297.84	0.04	10
297.88	0.04	11
297.92	0.04	14
297.96	0.04	16
298.00	0.04	15
298.04	0.04	15
298.08	0.04	17
298.12	0.04	17
298.16	0.04	18
298.20	0.04	17
298.24	0.04	19
298.28	0.04	19
298.32	0.04	18
298.36	0.04	18
298.40	0.04	18
298.44	0.04	17
298.48	0.04	18
298.52	0.04	19
298.56	0.04	20
298.60	0.04	18
298.64	0.04	19
298.68	0.04	20
298.72	0.04	20
298.76	0.04	20
298.80	0.04	18
298.84	0.04	18
298.88	0.04	18
298.92	0.04	17
298.96	0.04	19
299.00	0.04	17
299.04	0.04	18
299.08	0.04	18
299.12	0.04	16
299.16	0.04	15
299.20	0.04	15
299.24	0.04	15
299.28	0.04	16
299.32	0.04	16
299.36	0.04	16
299.40	0.04	16
299.44	0.04	15
299.48	0.04	16
299.52	0.04	15
299.56	0.04	15
299.60	0.04	15
299.64	0.04	15
299.68	0.04	16
299.72	0.04	14
299.76	0.04	-18
299.80	0.04	-19
299.84	0.04	-19
299.88	0.04	-19
299.92	0.04	-19
299.96	0.04	-19
300.00	0.04	-19
300.04	0.04	-18
300.08	0.04	-19
300.12	0.04	-18
300.16	0.04	-19
300.20	0.04	-19
300.24	0.04	-19
300.28	0.04	-20
300.32	0.04	-19
300.36	0.04	-18
300.40	0.04	-18
300.44	0.04	-17
300.48	0.04	-18
300.52	0.04	-18
300.56	0.04	-19
300.60	0.04	-18
300.64	0.04	-19
300.68	0.04	-19
300.72	0.04	-19
300.76	0.04	-20
300.80	0.04	-21
300.84	0.04	-24
300.88	0.04	-25
300.92	0.04	-25
300.96	0.04	-32
301.00	0.04	-36
301.04	0.04	-41
301.08	0.04	-42
301.12	0.04	-38
301.16	0.04	-32
301.20	0.04	-25
301.24	0.04	-21
301.28	0.04	-20
301.32	0.04	-17
301.36	0.04	-16
301.40	0.04	-14
301.44	0.04	-14
301.48	0.04	-13
301.52	0.04	-14
301.56	0.04	-11
301.60	0.04	-9
301.64	0.04	-11
301.68	0.04	-15
301.72	0.04	-17
301.76	0.04	-20
301.80	0.04	-21
301.84	0.04	-24
301.88	0.04	-24
301.92	0.04	-22
301.96	0.04	-23
302.00	0.04	-24
302.04	0.04	-23
302.08	0.04	-22
302.12	0.04	-19
302.16	0.04	-16
302.20	0.04	-15
302.24	0.04	-14
302.28	0.04	-13
302.32	0.04	-14
302.36	0.04	-14
302.40	0.04	-15
302.44	0.04	-15
302.48	0.04	-17
302.52	0.04	-19
302.56	0.04	-19
302.60	0.04	-20
302.64	0.04	-21
302.68	0.04	-21
302.72	0.04	-20
302.76	0.04	-22
302.80	0.04	-23
302.84	0.04	-22
302.88	0.04	-22
302.92	0.04	-21
302.96	0.04	-20
303.00	0.04	-21
303.04	0.04	-23
303.08	0.04	-25
303.12	0.04	-26
303.16	0.04	-29
303.20	0.04	-30
303.24	0.04	-32
303.28	0.04	-31
303.32	0.04	-28
303.36	0.04	-28
303.40	0.04	-28
303.44	0.04	-30
303.48	0.04	-31
303.52	0.04	-32
303.56	0.04	-31
303.60	0.04	-30
303.64	0.04	-28
303.68	0.04	-27
303.72	0.04	-27
303.76	0.04	-26
303.80	0.04	-23
303.84	0.04	-22
303.88	0.04	-23
303.92	0.04	-23
303.96	0.04	-23
304.00	0.04	-25
304.04	0.04	-26
304.08	0.04	-27
304.12	0.04	-27
304.16	0.04	-26
304.20	0.04	-27
304.24	0.04	-28
304.28	0.04	-27
304.32	0.04	-27
304.36	0.04	-26
304.40	0.04	-27
304.44	0.04	-25
304.48	0.04	-25
304.52	0.04	-26
304.56	0.04	-26
304.60	0.04	-26
304.64	0.04	-27
304.68	0.04	-28
304.72	0.04	-30
304.76	0.04	-29
304.80	0.04	-30
304.84	0.04	-31
304.88	0.04	-32
304.92	0.04	-32
304.96	0.04	-33
305.00	0.04	-34
305.04	0.04	-34
305.08	0.04	-34
305.12	0.04	-34
305.16	0.04	-34
305.20	0.04	-34
305.24	0.04	-34
305.28	0.04	-33
305.32	0.04	-32
305.36	0.04	-33
305.40	0.04	-30
305.44	0.04	-30
305.48	0.04	-30
305.52	0.04	-30
305.56	0.04	-29
305.60	0.04	-28
305.64	0.04	-28
305.68	0.04	-28
305.72	0.04	-28
305.76	0.04	-28
305.80	0.04	-28
305.84	0.04	-28
305.88	0.04	-27
305.92	0.04	-27
305.96	0.04	-28
306.00	0.04	-29
306.04	0.04	-30
306.08	0.04	-30
306.12	0.04	-29
306.16	0.04	-31
306.20	0.04	-30
306.24	0.04	-28
306.28	0.04	-28
306.32	0.04	-29
306.36	0.04	-29
306.40	0.04	-28
306.44	0.04	-27
306.48	0.04	-27
306.52	0.04	-25
306.56	0.04	-25
306.60	0.04	-26
306.64	0.04	-27
306.68	0.04	-27
306.72	0.04	-27
306.76	0.04	-28
306.80	0.04	-27
306.84	0.04	-26
306.88	0.04	-26
306.92	0.04	-26
306.96	0.04	-25
307.00	0.04	-24
307.04	0.04	-24
307.08	0.04	-22
307.12	0.04	-23
307.16	0.04	-22
307.20	0.04	-21
307.24	0.04	-21
307.28	0.04	-21
307.32	0.04	-19
307.36	0.04	-19
307.40	0.04	-17
307.44	0.04	-17
307.48	0.04	-16
307.52	0.04	-15
307.56	0.04	-15
307.60	0.04	-14
307.64	0.04	-14
307.68	0.04	-13
307.72	0.04	-13
307.76	0.04	-13
307.80	0.04	-12
307.84	0.04	-11
307.88	0.04	-16
307.92	0.04	-14
307.96	0.04	-15
308.00	0.04	-13
308.04	0.04	-13
308.08	0.04	-12
308.12	0.04	-12
308.16	0.04	-11
308.20	0.04	-12
308.24	0.04	-10
308.28	0.04	-11
308.32	0.04	-10
308.36	0.04	-8
308.40	0.04	-8
308.44	0.04	-8
308.48	0.04	-6
308.52	0.04	-7
308.56	0.04	-7
308.60	0.04	-7
308.64	0.04	-7
308.68	0.04	-7
308.72	0.04	-7
308.76	0.04	-8
308.80	0.04	-8
308.84	0.04	-8
308.88	0.04	-7
308.92	0.04	-8
308.96	0.04	-8
309.00	0.04	-8
309.04	0.04	-8
309.08	0.04	-9
309.12	0.04	-9
309.16	0.04	-8
309.20	0.04	-9
309.24	0.04	-10
309.28	0.04	61
309.32	0.04	61
309.36	0.04	61
309.40	0.04	61
309.44	0.04	63
309.48	0.04	62
309.52	0.04	63
309.56	0.04	62
309.60	0.04	64
