onset	duration	lrdiff
5.12	0.04	0.00004949
5.16	0.04	0.00260597
5.20	0.04	0.00369544
5.24	0.04	-0.00056270
5.28	0.04	0.00351024
5.32	0.04	0.00055978
5.36	0.04	0.00659276
5.40	0.04	0.01256835
5.44	0.04	-0.00004948
5.48	0.04	0.00000385
5.52	0.04	-0.00065847
5.56	0.04	-0.00227672
5.60	0.04	-0.00077476
5.64	0.04	0.00130469
5.68	0.04	0.00479469
5.72	0.04	0.00563835
5.76	0.04	0.00590730
5.80	0.04	0.00707921
5.84	0.04	0.00636921
5.88	0.04	0.00373705
5.92	0.04	0.00259933
5.96	0.04	0.00041729
6.00	0.04	-0.00021992
6.04	0.04	0.00104139
6.08	0.04	0.00210743
6.12	0.04	0.00259680
6.16	0.04	0.00206388
6.20	0.04	0.00023215
6.24	0.04	0.00000560
6.28	0.04	-0.00099928
6.32	0.04	-0.00289322
6.36	0.04	-0.00281223
6.40	0.04	-0.00027395
6.44	0.04	-0.00530063
6.48	0.04	-0.00246993
6.52	0.04	-0.00173739
6.56	0.04	-0.00063592
6.60	0.04	-0.00250819
6.64	0.04	-0.00057673
6.68	0.04	-0.00070658
6.72	0.04	-0.00087305
6.76	0.04	-0.00038067
6.80	0.04	-0.00213462
6.84	0.04	-0.00164940
6.88	0.04	0.00097609
6.92	0.04	0.00077463
6.96	0.04	0.00084294
7.00	0.04	0.00326414
7.04	0.04	0.00264426
7.08	0.04	0.00241373
7.12	0.04	0.00295592
7.16	0.04	-0.00031486
7.20	0.04	-0.00021816
7.24	0.04	-0.00044914
7.28	0.04	0.00016478
7.32	0.04	-0.00037089
7.36	0.04	-0.00021006
7.40	0.04	0.00042314
7.44	0.04	0.00132820
7.48	0.04	0.00426456
7.52	0.04	0.00045613
7.56	0.04	0.00131896
7.60	0.04	0.00220735
7.64	0.04	0.00327722
7.68	0.04	0.00336912
7.72	0.04	0.00444713
7.76	0.04	0.00506134
7.80	0.04	0.00487561
7.84	0.04	0.00337591
7.88	0.04	0.00118688
7.92	0.04	0.00262823
7.96	0.04	0.00112105
8.00	0.04	0.00089136
8.04	0.04	-0.00015768
8.08	0.04	-0.00088176
8.12	0.04	-0.00077022
8.16	0.04	-0.00014291
8.20	0.04	-0.00045190
8.24	0.04	0.00033750
8.28	0.04	0.00072879
8.32	0.04	0.00124650
8.36	0.04	0.00129082
8.40	0.04	0.00200720
8.44	0.04	0.00120053
8.48	0.04	0.00181594
8.52	0.04	0.00007988
8.56	0.04	0.00007520
8.60	0.04	-0.00007280
8.64	0.04	0.00014515
8.68	0.04	0.00044136
8.72	0.04	0.00036966
8.76	0.04	-0.00070185
8.80	0.04	-0.00050574
8.84	0.04	0.00084475
8.88	0.04	0.00031027
8.92	0.04	0.00054374
8.96	0.04	0.00020878
9.00	0.04	-0.00022692
9.04	0.04	-0.00005762
9.08	0.04	-0.00013039
9.12	0.04	0.00005307
9.16	0.04	-0.00021666
9.20	0.04	-0.00062494
9.24	0.04	-0.00019917
9.28	0.04	-0.00100499
9.32	0.04	0.00027686
9.36	0.04	0.00049285
9.40	0.04	0.00016582
9.44	0.04	0.00010989
9.48	0.04	-0.00104477
9.52	0.04	-0.00100439
9.56	0.04	0.00017414
9.60	0.04	0.00093698
9.64	0.04	0.00043895
9.68	0.04	0.00054630
9.72	0.04	0.00063953
9.76	0.04	0.00115918
9.80	0.04	0.00102205
9.84	0.04	0.00168889
9.88	0.04	0.00008089
9.92	0.04	0.00026431
9.96	0.04	0.00024328
10.00	0.04	0.00006519
10.04	0.04	0.00025953
10.08	0.04	-0.00140001
10.12	0.04	-0.00085978
10.16	0.04	-0.00116410
10.20	0.04	-0.00127888
10.24	0.04	0.00013507
10.28	0.04	0.00013237
10.32	0.04	0.00031090
10.36	0.04	-0.00051274
10.40	0.04	0.00132078
10.44	0.04	0.00098369
10.48	0.04	0.00025493
10.52	0.04	-0.00017307
10.56	0.04	0.00047274
10.60	0.04	-0.00055768
10.64	0.04	0.00043112
10.68	0.04	0.00032032
10.72	0.04	0.00025106
10.76	0.04	0.00007730
10.80	0.04	-0.00093608
10.84	0.04	-0.00056138
10.88	0.04	-0.00033480
10.92	0.04	-0.00033614
10.96	0.04	0.00011153
11.00	0.04	0.00033940
11.04	0.04	0.00085057
11.08	0.04	0.00029840
11.12	0.04	-0.00064457
11.16	0.04	0.00023244
11.20	0.04	0.00031363
11.24	0.04	-0.00036496
11.28	0.04	0.00013398
11.32	0.04	0.00046137
11.36	0.04	0.00017168
11.40	0.04	0.00031480
11.44	0.04	-0.00005529
11.48	0.04	0.00017285
11.52	0.04	-0.00026389
11.56	0.04	0.00036500
11.60	0.04	0.00078494
11.64	0.04	0.00011340
11.68	0.04	-0.00006925
11.72	0.04	0.00029696
11.76	0.04	-0.00043204
11.80	0.04	-0.00024350
11.84	0.04	0.00019932
11.88	0.04	0.00014708
11.92	0.04	0.00000853
11.96	0.04	0.00002674
12.00	0.04	0.00052839
12.04	0.04	-0.00061909
12.08	0.04	-0.00047737
12.12	0.04	-0.00008592
12.16	0.04	0.00020727
12.20	0.04	-0.00018836
12.24	0.04	-0.00003858
12.28	0.04	0.00006613
12.32	0.04	-0.00048328
12.36	0.04	0.00044900
12.40	0.04	0.00015269
12.44	0.04	-0.00028591
12.48	0.04	0.00065154
12.52	0.04	-0.00035284
12.56	0.04	-0.00076149
12.60	0.04	-0.00009411
12.64	0.04	0.00049328
12.68	0.04	0.00038312
12.72	0.04	0.00021749
12.76	0.04	-0.00003738
12.80	0.04	0.00017245
12.84	0.04	-0.00014967
12.88	0.04	-0.00038478
12.92	0.04	-0.00026355
12.96	0.04	-0.00051517
13.00	0.04	-0.00027367
13.04	0.04	0.00043888
13.08	0.04	-0.00046719
13.12	0.04	0.00006569
13.16	0.04	0.00075739
13.20	0.04	0.00150270
13.24	0.04	0.00125698
13.28	0.04	0.00045317
13.32	0.04	0.00071438
13.36	0.04	0.00087806
13.40	0.04	0.00106057
13.44	0.04	0.00035551
13.48	0.04	0.00074692
13.52	0.04	-0.00026700
13.56	0.04	-0.00113860
13.60	0.04	0.00056015
13.64	0.04	0.00081311
13.68	0.04	-0.00000482
13.72	0.04	-0.00038367
13.76	0.04	0.00061552
13.80	0.04	-0.00090513
13.84	0.04	0.00025796
13.88	0.04	0.00009439
13.92	0.04	0.00009569
13.96	0.04	-0.00051091
14.00	0.04	0.00023901
14.04	0.04	-0.00008020
14.08	0.04	0.00039849
14.12	0.04	-0.00033271
14.16	0.04	0.00067902
14.20	0.04	0.00111394
14.24	0.04	0.00031406
14.28	0.04	0.00030087
14.32	0.04	-0.00064085
14.36	0.04	0.00028703
14.40	0.04	0.00035230
14.44	0.04	0.00044540
14.48	0.04	0.00083133
14.52	0.04	0.00039659
14.56	0.04	-0.00029758
14.60	0.04	0.00001153
14.64	0.04	-0.00050950
14.68	0.04	0.00015327
14.72	0.04	0.00034698
14.76	0.04	-0.00109512
14.80	0.04	-0.00056044
14.84	0.04	0.00072742
14.88	0.04	-0.00016015
14.92	0.04	-0.00029561
14.96	0.04	-0.00023111
15.00	0.04	0.00029563
15.04	0.04	0.00091413
15.08	0.04	0.00009703
15.12	0.04	0.00028424
15.16	0.04	0.00013826
15.20	0.04	-0.00013627
15.24	0.04	-0.00014454
15.28	0.04	0.00011054
15.32	0.04	0.00037320
15.36	0.04	-0.00087877
15.40	0.04	-0.00044270
15.44	0.04	0.00053887
15.48	0.04	0.00037842
15.52	0.04	-0.00015202
15.56	0.04	0.00020736
15.60	0.04	0.00011844
15.64	0.04	0.00014162
15.68	0.04	0.00036865
15.72	0.04	0.00051185
15.76	0.04	-0.00005943
15.80	0.04	-0.00008728
15.84	0.04	0.00016678
15.88	0.04	0.00031282
15.92	0.04	0.00022355
15.96	0.04	-0.00016171
16.00	0.04	-0.00040486
16.04	0.04	0.00067144
16.08	0.04	0.00011261
16.12	0.04	0.00004177
16.16	0.04	0.00034915
16.20	0.04	-0.00008366
16.24	0.04	0.00014366
16.28	0.04	0.00012441
16.32	0.04	0.00136033
16.36	0.04	0.00106735
16.40	0.04	0.00063145
16.44	0.04	0.00119780
16.48	0.04	0.00069140
16.52	0.04	0.00017798
16.56	0.04	-0.00025410
16.60	0.04	0.00053762
16.64	0.04	0.00001518
16.68	0.04	-0.00027132
16.72	0.04	-0.00016867
16.76	0.04	-0.00022016
16.80	0.04	-0.00022098
16.84	0.04	-0.00002216
16.88	0.04	-0.00009034
16.92	0.04	-0.00010072
16.96	0.04	-0.00089453
17.00	0.04	-0.00040762
17.04	0.04	0.00090220
17.08	0.04	-0.00152351
17.12	0.04	-0.00283031
17.16	0.04	0.00113645
17.20	0.04	-0.00073218
17.24	0.04	-0.00118930
17.28	0.04	-0.00002218
17.32	0.04	0.00216544
17.36	0.04	-0.00303714
17.40	0.04	-0.00143073
17.44	0.04	0.00038018
17.48	0.04	0.00052923
17.52	0.04	-0.00047048
17.56	0.04	-0.00002208
17.60	0.04	-0.00057275
17.64	0.04	-0.00113239
17.68	0.04	-0.00157900
17.72	0.04	0.00172431
17.76	0.04	0.00155347
17.80	0.04	-0.00227002
17.84	0.04	-0.00248534
17.88	0.04	0.00029354
17.92	0.04	-0.00153987
17.96	0.04	-0.00606547
18.00	0.04	-0.00081484
18.04	0.04	-0.00001654
18.08	0.04	-0.00215556
18.12	0.04	-0.00077322
18.16	0.04	-0.00096179
18.20	0.04	0.00055974
18.24	0.04	0.00046723
18.28	0.04	-0.00107602
18.32	0.04	0.00650835
18.36	0.04	0.00181540
18.40	0.04	-0.00079113
18.44	0.04	-0.00069626
18.48	0.04	-0.00161641
18.52	0.04	-0.00270124
18.56	0.04	-0.00145905
18.60	0.04	0.00074083
18.64	0.04	-0.00076638
18.68	0.04	0.00168454
18.72	0.04	-0.00037917
18.76	0.04	0.00036806
18.80	0.04	-0.00088383
18.84	0.04	-0.00002880
18.88	0.04	0.00061813
18.92	0.04	-0.00055192
18.96	0.04	-0.00344553
19.00	0.04	-0.00067334
19.04	0.04	0.00049215
19.08	0.04	-0.00004475
19.12	0.04	0.00052069
19.16	0.04	-0.00020863
19.20	0.04	-0.00253249
19.24	0.04	-0.00381251
19.28	0.04	-0.00094099
19.32	0.04	0.00103479
19.36	0.04	0.00011222
19.40	0.04	-0.00352325
19.44	0.04	-0.00139201
19.48	0.04	0.00069158
19.52	0.04	-0.00026965
19.56	0.04	-0.00173978
19.60	0.04	-0.00033002
19.64	0.04	-0.00018604
19.68	0.04	-0.00016503
19.72	0.04	-0.00030817
19.76	0.04	-0.00168832
19.80	0.04	0.00478528
19.84	0.04	0.00080681
19.88	0.04	-0.00094619
19.92	0.04	-0.00546871
19.96	0.04	-0.00451768
20.00	0.04	-0.00425999
20.04	0.04	-0.00200064
20.08	0.04	-0.00013771
20.12	0.04	0.00002995
20.16	0.04	0.00090342
20.20	0.04	0.00126223
20.24	0.04	-0.00291182
20.28	0.04	-0.00394206
20.32	0.04	-0.00424292
20.36	0.04	-0.00372280
20.40	0.04	-0.00006927
20.44	0.04	-0.00016826
20.48	0.04	-0.00004127
20.52	0.04	-0.00209764
20.56	0.04	-0.00356549
20.60	0.04	-0.00292737
20.64	0.04	-0.00010676
20.68	0.04	0.00033708
20.72	0.04	0.00068166
20.76	0.04	0.00171305
20.80	0.04	-0.00343628
20.84	0.04	-0.00163415
20.88	0.04	0.00090269
20.92	0.04	-0.00068482
20.96	0.04	-0.00336925
21.00	0.04	-0.00222586
21.04	0.04	0.00063380
21.08	0.04	0.00081971
21.12	0.04	-0.00071816
21.16	0.04	-0.00115022
21.20	0.04	0.00146382
21.24	0.04	0.00031624
21.28	0.04	0.00041595
21.32	0.04	0.00052087
21.36	0.04	0.00104920
21.40	0.04	-0.00407635
21.44	0.04	-0.00141326
21.48	0.04	-0.00123137
21.52	0.04	-0.00033310
21.56	0.04	-0.00116502
21.60	0.04	0.00042238
21.64	0.04	-0.00245875
21.68	0.04	-0.00287272
21.72	0.04	-0.00208119
21.76	0.04	-0.00319776
21.80	0.04	-0.00158845
21.84	0.04	-0.00128390
21.88	0.04	0.00076552
21.92	0.04	0.00182396
21.96	0.04	-0.00008900
22.00	0.04	0.00045321
22.04	0.04	-0.00134191
22.08	0.04	-0.00052095
22.12	0.04	-0.00072215
22.16	0.04	-0.00094586
22.20	0.04	-0.00162675
22.24	0.04	0.00000451
22.28	0.04	-0.00201505
22.32	0.04	-0.00031255
22.36	0.04	-0.00100169
22.40	0.04	0.00037802
22.44	0.04	-0.00219963
22.48	0.04	0.00070970
22.52	0.04	0.00026356
22.56	0.04	-0.00076340
22.60	0.04	-0.00254289
22.64	0.04	-0.00227066
22.68	0.04	-0.00442372
22.72	0.04	-0.00151740
22.76	0.04	-0.00249191
22.80	0.04	-0.00285457
22.84	0.04	-0.00530217
22.88	0.04	-0.00823522
22.92	0.04	-0.00604198
22.96	0.04	-0.00420270
23.00	0.04	-0.00232572
23.04	0.04	-0.00287958
23.08	0.04	-0.00224840
23.12	0.04	-0.00156075
23.16	0.04	-0.00110625
23.20	0.04	-0.00256095
23.24	0.04	-0.00207247
23.28	0.04	-0.00195399
23.32	0.04	-0.00165783
23.36	0.04	-0.00556869
23.40	0.04	-0.00224053
23.44	0.04	-0.00156019
23.48	0.04	-0.00123504
23.52	0.04	-0.00115924
23.56	0.04	-0.00033878
23.60	0.04	-0.00146047
23.64	0.04	-0.00036982
23.68	0.04	0.00022493
23.72	0.04	-0.00183735
23.76	0.04	-0.00063430
23.80	0.04	0.00023347
23.84	0.04	0.00061693
23.88	0.04	0.00015895
23.92	0.04	0.00042553
23.96	0.04	-0.00037928
24.00	0.04	-0.00016940
24.04	0.04	0.00024813
24.08	0.04	-0.00096494
24.12	0.04	0.00106067
24.16	0.04	-0.00024330
24.20	0.04	0.00075350
24.24	0.04	-0.00047592
24.28	0.04	0.00132516
24.32	0.04	0.00107622
24.36	0.04	-0.00061622
24.40	0.04	0.00021714
24.44	0.04	-0.00047972
24.48	0.04	0.00102471
24.52	0.04	-0.00020065
24.56	0.04	0.00177991
24.60	0.04	0.00105117
24.64	0.04	0.00059316
24.68	0.04	-0.00019065
24.72	0.04	-0.00088356
24.76	0.04	-0.00031971
24.80	0.04	0.00009634
24.84	0.04	-0.00114971
24.88	0.04	-0.00047315
24.92	0.04	0.00042929
24.96	0.04	0.00036689
25.00	0.04	-0.00039808
25.04	0.04	-0.00027748
25.08	0.04	0.00051700
25.12	0.04	-0.00069255
25.16	0.04	-0.00004597
25.20	0.04	-0.00159337
25.24	0.04	0.00007320
25.28	0.04	0.00103743
25.32	0.04	0.00253495
25.36	0.04	-0.00008788
25.40	0.04	0.00061625
25.44	0.04	0.00152490
25.48	0.04	0.00061302
25.52	0.04	0.00103059
25.56	0.04	0.00067308
25.60	0.04	0.00075188
25.64	0.04	-0.00078816
25.68	0.04	-0.00019837
25.72	0.04	-0.00026549
25.76	0.04	0.00151435
25.80	0.04	-0.00013336
25.84	0.04	0.00070810
25.88	0.04	-0.00025335
25.92	0.04	-0.00010355
25.96	0.04	0.00018074
26.00	0.04	0.00060605
26.04	0.04	-0.00062023
26.08	0.04	-0.00168672
26.12	0.04	0.00284603
26.16	0.04	-0.00144671
26.20	0.04	-0.00071647
26.24	0.04	-0.00012474
26.28	0.04	-0.00034287
26.32	0.04	0.00034083
26.36	0.04	0.00027171
26.40	0.04	-0.00006601
26.44	0.04	0.00135116
26.48	0.04	0.00009819
26.52	0.04	-0.00151250
26.56	0.04	-0.00166030
26.60	0.04	0.00028560
26.64	0.04	0.00064386
26.68	0.04	-0.00100188
26.72	0.04	0.00006064
26.76	0.04	-0.00117909
26.80	0.04	-0.00105169
26.84	0.04	0.00003245
26.88	0.04	0.00047798
26.92	0.04	-0.00001131
26.96	0.04	-0.00041660
27.00	0.04	0.00036695
27.04	0.04	-0.00043174
27.08	0.04	0.00039455
27.12	0.04	-0.00001679
27.16	0.04	0.00007323
27.20	0.04	-0.00025984
27.24	0.04	0.00065383
27.28	0.04	-0.00078337
27.32	0.04	0.00091890
27.36	0.04	-0.00098237
27.40	0.04	-0.00281974
27.44	0.04	-0.00299775
27.48	0.04	-0.00052733
27.52	0.04	0.00029836
27.56	0.04	-0.00101546
27.60	0.04	0.00033770
27.64	0.04	0.00099687
27.68	0.04	-0.00071727
27.72	0.04	-0.00011643
27.76	0.04	0.00024164
27.80	0.04	0.00022955
27.84	0.04	-0.00049196
27.88	0.04	0.00046733
27.92	0.04	-0.00028716
27.96	0.04	0.00114945
28.00	0.04	0.00004889
28.04	0.04	0.00164620
28.08	0.04	0.00142837
28.12	0.04	0.00004080
28.16	0.04	0.00006842
28.20	0.04	0.00061491
28.24	0.04	-0.00290158
28.28	0.04	-0.00016047
28.32	0.04	-0.00005405
28.36	0.04	-0.00199512
28.40	0.04	0.00339603
28.44	0.04	-0.00025998
28.48	0.04	0.00456102
28.52	0.04	-0.00051048
28.56	0.04	-0.00218366
28.60	0.04	-0.00161743
28.64	0.04	0.00002237
28.68	0.04	0.00024923
28.72	0.04	-0.00214607
28.76	0.04	0.00055093
28.80	0.04	-0.00273472
28.84	0.04	-0.00118750
28.88	0.04	-0.00127424
28.92	0.04	0.00023311
28.96	0.04	-0.00098336
29.00	0.04	-0.00059933
29.04	0.04	-0.00107336
29.08	0.04	0.00160204
29.12	0.04	-0.00122390
29.16	0.04	-0.00250274
29.20	0.04	-0.00302439
29.24	0.04	-0.00105840
29.28	0.04	-0.00101476
29.32	0.04	-0.00262619
29.36	0.04	-0.00159086
29.40	0.04	-0.00057449
29.44	0.04	0.00449926
29.48	0.04	0.00181226
29.52	0.04	-0.00160975
29.56	0.04	-0.00095036
29.60	0.04	0.00018543
29.64	0.04	-0.00163320
29.68	0.04	-0.00282273
29.72	0.04	0.00069232
29.76	0.04	-0.00127726
29.80	0.04	-0.00130678
29.84	0.04	-0.00037219
29.88	0.04	-0.00066490
29.92	0.04	0.00117183
29.96	0.04	0.00058740
30.00	0.04	-0.00067922
30.04	0.04	0.00156266
30.08	0.04	-0.00060017
30.12	0.04	0.00175152
30.16	0.04	-0.00473712
30.20	0.04	-0.00187261
30.24	0.04	0.00010347
30.28	0.04	-0.00224035
30.32	0.04	-0.00039628
30.36	0.04	-0.00146341
30.40	0.04	-0.00148494
30.44	0.04	0.00097889
30.48	0.04	0.00372804
30.52	0.04	-0.00270566
30.56	0.04	-0.00105965
30.60	0.04	-0.00052710
30.64	0.04	0.00039316
30.68	0.04	0.00006700
30.72	0.04	0.00035040
30.76	0.04	-0.00000063
30.80	0.04	0.00138044
30.84	0.04	0.00293996
30.88	0.04	-0.00567857
30.92	0.04	0.00139405
30.96	0.04	-0.00277446
31.00	0.04	-0.00145187
31.04	0.04	-0.00073861
31.08	0.04	-0.00394173
31.12	0.04	-0.00286071
31.16	0.04	0.00024094
31.20	0.04	-0.00041631
31.24	0.04	0.00742361
31.28	0.04	-0.00356995
31.32	0.04	-0.00476501
31.36	0.04	-0.00092510
31.40	0.04	-0.00011365
31.44	0.04	-0.00066992
31.48	0.04	-0.00030639
31.52	0.04	-0.00009538
31.56	0.04	-0.00093791
31.60	0.04	-0.00119344
31.64	0.04	0.00032038
31.68	0.04	0.00024670
31.72	0.04	-0.00129879
31.76	0.04	0.00127725
31.80	0.04	-0.00408554
31.84	0.04	0.00215419
31.88	0.04	0.00137498
31.92	0.04	0.00032619
31.96	0.04	-0.00003554
32.00	0.04	-0.00175102
32.04	0.04	-0.00072328
32.08	0.04	0.00134376
32.12	0.04	-0.00069962
32.16	0.04	0.00003411
32.20	0.04	0.00079549
32.24	0.04	0.00077023
32.28	0.04	-0.00010633
32.32	0.04	0.00043428
32.36	0.04	0.00006664
32.40	0.04	0.00034504
32.44	0.04	0.00171910
32.48	0.04	-0.00147747
32.52	0.04	-0.00310068
32.56	0.04	-0.00127180
32.60	0.04	-0.00215261
32.64	0.04	-0.00001454
32.68	0.04	0.00037256
32.72	0.04	-0.00176128
32.76	0.04	-0.00026193
32.80	0.04	-0.00305287
32.84	0.04	-0.00093814
32.88	0.04	-0.00095584
32.92	0.04	0.00063828
32.96	0.04	-0.00179054
33.00	0.04	-0.00186790
33.04	0.04	-0.00023331
33.08	0.04	-0.00062372
33.12	0.04	-0.00053921
33.16	0.04	0.00072699
33.20	0.04	-0.00177034
33.24	0.04	-0.00017073
33.28	0.04	0.00002436
33.32	0.04	0.00051215
33.36	0.04	0.00008634
33.40	0.04	-0.00061350
33.44	0.04	-0.00095555
33.48	0.04	-0.00066818
33.52	0.04	-0.00114951
33.56	0.04	0.00194504
33.60	0.04	-0.00111206
33.64	0.04	0.00194949
33.68	0.04	-0.00013991
33.72	0.04	0.00098982
33.76	0.04	-0.00179496
33.80	0.04	-0.00272309
33.84	0.04	-0.00442947
33.88	0.04	-0.00127008
33.92	0.04	-0.00094601
33.96	0.04	0.00558275
34.00	0.04	0.00128040
34.04	0.04	-0.00166878
34.08	0.04	-0.00025614
34.12	0.04	0.00017962
34.16	0.04	-0.00079492
34.20	0.04	-0.00039989
34.24	0.04	0.00039988
34.28	0.04	0.00041074
34.32	0.04	-0.00188094
34.36	0.04	0.00094426
34.40	0.04	-0.00075389
34.44	0.04	0.00034560
34.48	0.04	0.00238028
34.52	0.04	0.00419496
34.56	0.04	-0.00163950
34.60	0.04	-0.00188584
34.64	0.04	-0.00069113
34.68	0.04	-0.00040101
34.72	0.04	-0.00045354
34.76	0.04	0.00028180
34.80	0.04	0.00035724
34.84	0.04	-0.00075076
34.88	0.04	-0.00074638
34.92	0.04	-0.00020470
34.96	0.04	0.00257019
35.00	0.04	-0.00013328
35.04	0.04	-0.00049691
35.08	0.04	-0.00275915
35.12	0.04	-0.00593471
35.16	0.04	-0.00875066
35.20	0.04	0.00246341
35.24	0.04	0.01366851
35.28	0.04	-0.00161881
35.32	0.04	0.00287148
35.36	0.04	-0.01190357
35.40	0.04	0.00482845
35.44	0.04	-0.00006869
35.48	0.04	0.00196261
35.52	0.04	0.00383083
35.56	0.04	0.00133079
35.60	0.04	0.00045463
35.64	0.04	-0.00045399
35.68	0.04	-0.00017171
35.72	0.04	-0.00016540
35.76	0.04	0.00043981
35.80	0.04	0.00017848
35.84	0.04	0.00083344
35.88	0.04	0.00048634
35.92	0.04	0.00063277
35.96	0.04	0.00169935
36.00	0.04	0.00045810
36.04	0.04	0.00099797
36.08	0.04	0.00064820
36.12	0.04	0.00118883
36.16	0.04	0.00137389
36.20	0.04	0.00092800
36.24	0.04	0.00048655
36.28	0.04	0.00337075
36.32	0.04	0.00478505
36.36	0.04	0.00144108
36.40	0.04	0.00138268
36.44	0.04	0.00119691
36.48	0.04	0.00074312
36.52	0.04	0.00051417
36.56	0.04	0.00040684
36.60	0.04	0.00075857
36.64	0.04	0.00044501
36.68	0.04	0.00087849
36.72	0.04	-0.00025211
36.76	0.04	-0.00030488
36.80	0.04	0.00033228
36.84	0.04	0.00066343
36.88	0.04	0.00081963
36.92	0.04	0.00086864
36.96	0.04	0.00022031
37.00	0.04	0.00037217
37.04	0.04	0.00009494
37.08	0.04	0.00007956
37.12	0.04	0.00034178
37.16	0.04	0.00053141
37.20	0.04	0.00105411
37.24	0.04	0.00044840
37.28	0.04	0.00084507
37.32	0.04	0.00082131
37.36	0.04	0.00001967
37.40	0.04	0.00023042
37.44	0.04	0.00061562
37.48	0.04	0.00018666
37.52	0.04	0.00047279
37.56	0.04	-0.00001395
37.60	0.04	-0.00010415
37.64	0.04	0.00316395
37.68	0.04	0.00271758
37.72	0.04	0.00060159
37.76	0.04	-0.00004578
37.80	0.04	0.00013283
37.84	0.04	0.00034378
37.88	0.04	0.00124323
37.92	0.04	0.00080368
37.96	0.04	0.00139974
38.00	0.04	0.00266590
38.04	0.04	0.00102222
38.08	0.04	0.00096660
38.12	0.04	0.00046827
38.16	0.04	0.00016918
38.20	0.04	0.00086301
38.24	0.04	0.00063394
38.28	0.04	0.00031059
38.32	0.04	0.00090657
38.36	0.04	0.00336129
38.40	0.04	0.00040455
38.44	0.04	-0.00084621
38.48	0.04	-0.00028805
